,trace,fit,frames
178,16229.33203125,16201.6455,178
179,16464.41015625,16201.6455,179
180,14931.615234375,14992.914,180
181,15105.771484375,14992.914,181
182,15051.013671875,14992.914,182
183,16034.6416015625,16201.6455,183
184,16178.705078125,16201.6455,184
185,16210.1123046875,16201.6455,185
186,16075.9833984375,16201.6455,186
187,16393.44140625,16201.6455,187
188,17352.11328125,17410.379,188
189,17354.498046875,17410.379,189
190,17405.443359375,17410.379,190
191,17353.171875,17410.379,191
192,17467.5078125,17410.379,192
193,17495.3046875,17410.379,193
194,16165.533203125,16201.6455,194
195,16359.232421875,16201.6455,195
196,17409.61328125,17410.379,196
197,18506.8359375,18619.11,197
198,18500.07421875,18619.11,198
199,18819.79296875,18619.11,199
200,18799.81640625,18619.11,200
201,18558.984375,18619.11,201
202,17611.685546875,17410.379,202
203,17383.765625,17410.379,203
204,17724.15625,17410.379,204
205,17259.669921875,17410.379,205
206,18575.876953125,18619.11,206
207,18147.1015625,18619.11,207
208,18758.97265625,18619.11,208
209,18602.34765625,18619.11,209
210,18553.29296875,18619.11,210
211,18676.71875,18619.11,211
212,17268.548828125,17410.379,212
213,17162.87109375,17410.379,213
214,14851.0869140625,14992.914,214
215,14964.1533203125,14992.914,215
216,14894.7470703125,14992.914,216
217,16245.63671875,16201.6455,217
218,15948.9521484375,16201.6455,218
219,14995.2177734375,14992.914,219
220,14756.486328125,14992.914,220
221,13721.7392578125,13784.182,221
222,14010.2802734375,13784.182,222
223,13993.78125,13784.182,223
224,13636.9296875,13784.182,224
225,13969.828125,13784.182,225
226,13687.1767578125,13784.182,226
227,13715.7236328125,13784.182,227
228,12578.2646484375,12575.449,228
229,13981.0205078125,13784.182,229
230,13752.8583984375,13784.182,230
231,13895.9111328125,13784.182,231
232,13837.603515625,13784.182,232
233,13800.564453125,13784.182,233
234,13626.4443359375,13784.182,234
235,12586.97265625,12575.449,235
236,12471.05859375,12575.449,236
237,13774.6494140625,13784.182,237
238,13735.052734375,13784.182,238
239,14869.5107421875,14992.914,239
240,15274.2578125,14992.914,240
241,15086.6494140625,14992.914,241
242,14779.6533203125,14992.914,242
243,13882.87890625,13784.182,243
244,13650.17578125,13784.182,244
245,13831.1875,13784.182,245
246,12662.4013671875,12575.449,246
247,12663.548828125,12575.449,247
248,12501.208984375,12575.449,248
249,13528.986328125,13784.182,249
250,15134.56640625,14992.914,250
251,14893.099609375,14992.914,251
252,15226.6416015625,14992.914,252
253,16253.8134765625,16201.6455,253
254,16242.3818359375,16201.6455,254
255,16346.279296875,16201.6455,255
256,16190.4345703125,16201.6455,256
257,17333.07421875,17410.379,257
258,17597.08984375,17410.379,258
259,17741.294921875,17410.379,259
260,17734.41796875,17410.379,260
261,17537.55078125,17410.379,261
262,17278.76171875,17410.379,262
263,17219.48046875,17410.379,263
264,17224.251953125,17410.379,264
265,17283.53125,17410.379,265
266,17134.74609375,17410.379,266
267,17533.30078125,17410.379,267
268,17370.890625,17410.379,268
269,17435.3046875,17410.379,269
270,16051.216796875,16201.6455,270
271,16151.4658203125,16201.6455,271
272,16071.33984375,16201.6455,272
273,16484.58203125,16201.6455,273
274,15250.9111328125,14992.914,274
275,14911.8525390625,14992.914,275
276,15166.7451171875,14992.914,276
277,15075.9404296875,14992.914,277
278,14833.353515625,14992.914,278
279,14866.3662109375,14992.914,279
280,14765.6689453125,14992.914,280
281,15009.7666015625,14992.914,281
282,14745.0517578125,14992.914,282
283,15161.1484375,14992.914,283
284,15173.7119140625,14992.914,284
285,14941.8056640625,14992.914,285
286,16203.0009765625,16201.6455,286
287,14889.69140625,14992.914,287
288,13691.951171875,13784.182,288
289,13753.390625,13784.182,289
290,12940.408203125,12575.449,290
291,12466.0712890625,12575.449,291
292,12483.513671875,12575.449,292
293,12458.70703125,12575.449,293
294,12458.2333984375,12575.449,294
295,12286.5,12575.449,295
296,12407.923828125,12575.449,296
297,12549.1689453125,12575.449,297
298,13767.5400390625,13784.182,298
299,15023.1630859375,14992.914,299
300,15123.322265625,14992.914,300
301,15146.009765625,14992.914,301
302,16074.1171875,16201.6455,302
303,16231.8525390625,16201.6455,303
304,17475.046875,17410.379,304
305,17324.064453125,17410.379,305
306,18775.763671875,18619.11,306
307,17611.24609375,17410.379,307
308,15044.5986328125,14992.914,308
309,14086.15625,13784.182,309
310,13662.8359375,13784.182,310
311,14983.189453125,14992.914,311
312,14840.2578125,14992.914,312
313,14938.2939453125,14992.914,313
314,14823.9677734375,14992.914,314
315,15020.3701171875,14992.914,315
316,14937.978515625,14992.914,316
317,15014.1328125,14992.914,317
318,16584.01953125,16201.6455,318
319,16462.7109375,16201.6455,319
320,16171.4521484375,16201.6455,320
321,16113.3134765625,16201.6455,321
322,16255.4638671875,16201.6455,322
323,16142.82421875,16201.6455,323
324,16119.021484375,16201.6455,324
325,16223.505859375,16201.6455,325
326,16230.5888671875,16201.6455,326
327,16475.5546875,16201.6455,327
328,13759.369140625,13784.182,328
329,13807.5673828125,13784.182,329
330,13981.60546875,13784.182,330
331,13648.626953125,13784.182,331
332,13682.1630859375,13784.182,332
333,13641.7236328125,13784.182,333
334,13878.60546875,13784.182,334
335,13611.9482421875,13784.182,335
336,12519.416015625,12575.449,336
337,12483.888671875,12575.449,337
338,12603.5517578125,12575.449,338
339,12632.216796875,12575.449,339
340,12521.923828125,12575.449,340
341,12647.1015625,12575.449,341
342,12643.560546875,12575.449,342
343,12465.185546875,12575.449,343
344,13996.3310546875,13784.182,344
345,13728.4580078125,13784.182,345
346,13872.2548828125,13784.182,346
347,15130.7451171875,14992.914,347
348,14892.7314453125,14992.914,348
349,14905.4873046875,14992.914,349
350,14666.1826171875,14992.914,350
351,12791.310546875,12575.449,351
352,12474.06640625,12575.449,352
353,13754.19921875,13784.182,353
354,13728.1611328125,13784.182,354
355,13905.3984375,13784.182,355
356,13724.2822265625,13784.182,356
357,13653.3828125,13784.182,357
358,13954.98046875,13784.182,358
359,15163.5322265625,14992.914,359
360,15029.97265625,14992.914,360
361,15119.599609375,14992.914,361
362,15277.6494140625,14992.914,362
363,14985.6298828125,14992.914,363
364,14879.59765625,14992.914,364
365,15094.833984375,14992.914,365
366,15117.7626953125,14992.914,366
367,15253.0087890625,14992.914,367
368,15146.259765625,14992.914,368
369,13931.8203125,13784.182,369
370,13625.0576171875,13784.182,370
371,13743.8125,13784.182,371
372,13947.4990234375,13784.182,372
373,13934.451171875,13784.182,373
374,10205.90625,10157.985,374
375,10247.4697265625,10157.985,375
376,10417.6611328125,10157.985,376
377,10140.646484375,10157.985,377
378,10186.2548828125,10157.985,378
379,10242.0244140625,10157.985,379
380,10126.267578125,10157.985,380
381,10122.666015625,10157.985,381
382,10133.2568359375,10157.985,382
383,10195.0234375,10157.985,383
384,10222.3212890625,10157.985,384
385,10257.1474609375,10157.985,385
386,10388.58984375,10157.985,386
387,10209.3984375,10157.985,387
388,10032.1748046875,10157.985,388
389,10107.755859375,10157.985,389
390,11389.6630859375,11366.718,390
391,11216.724609375,11366.718,391
392,12668.96484375,12575.449,392
393,12653.1748046875,12575.449,393
394,12688.0625,12575.449,394
395,12496.798828125,12575.449,395
396,13754.9521484375,13784.182,396
397,13989.2138671875,13784.182,397
398,13723.9072265625,13784.182,398
399,13890.529296875,13784.182,399
400,12469.625,12575.449,400
401,12445.78515625,12575.449,401
402,12524.34375,12575.449,402
403,12587.1123046875,12575.449,403
404,13835.4775390625,13784.182,404
405,13887.3427734375,13784.182,405
406,13705.8017578125,13784.182,406
407,14984.7734375,14992.914,407
408,13698.587890625,13784.182,408
409,15031.1181640625,14992.914,409
410,13688.8828125,13784.182,410
411,14017.4013671875,13784.182,411
412,13938.2841796875,13784.182,412
413,14890.9365234375,14992.914,413
414,14917.0029296875,14992.914,414
415,13844.451171875,13784.182,415
416,14146.0439453125,13784.182,416
417,14869.7939453125,14992.914,417
418,14873.2578125,14992.914,418
419,12737.224609375,12575.449,419
420,12498.7158203125,12575.449,420
421,12666.2744140625,12575.449,421
422,13853.8876953125,13784.182,422
423,12434.001953125,12575.449,423
424,14911.12109375,14992.914,424
425,15073.5947265625,14992.914,425
426,15034.38671875,14992.914,426
427,14699.025390625,14992.914,427
428,14804.849609375,14992.914,428
429,14979.8984375,14992.914,429
430,12543.61328125,12575.449,430
431,11151.59765625,11366.718,431
432,11253.3642578125,11366.718,432
433,11578.1015625,11366.718,433
434,10101.3505859375,10157.985,434
435,10147.2236328125,10157.985,435
436,10085.3935546875,10157.985,436
437,10126.509765625,10157.985,437
438,10262.244140625,10157.985,438
439,11495.14453125,11366.718,439
440,11523.1328125,11366.718,440
441,11248.220703125,11366.718,441
442,11437.646484375,11366.718,442
443,11039.39453125,11366.718,443
444,12469.6962890625,12575.449,444
445,12598.2998046875,12575.449,445
446,12598.28515625,12575.449,446
447,12506.05859375,12575.449,447
448,12524.02734375,12575.449,448
449,12525.1015625,12575.449,449
450,13802.5595703125,13784.182,450
451,12579.2451171875,12575.449,451
452,12502.748046875,12575.449,452
453,13761.93359375,13784.182,453
454,13964.318359375,13784.182,454
455,13743.6748046875,13784.182,455
456,13736.7216796875,13784.182,456
457,14019.7998046875,13784.182,457
458,13549.6875,13784.182,458
459,13726.916015625,13784.182,459
460,13757.287109375,13784.182,460
461,13773.7607421875,13784.182,461
462,14822.509765625,14992.914,462
463,16196.0146484375,16201.6455,463
464,14875.3076171875,14992.914,464
465,15065.8916015625,14992.914,465
466,14891.7626953125,14992.914,466
467,13843.9296875,13784.182,467
468,13880.76171875,13784.182,468
469,13809.2255859375,13784.182,469
470,12726.703125,12575.449,470
471,12346.5625,12575.449,471
472,12610.59765625,12575.449,472
473,12566.279296875,12575.449,473
474,14095.0029296875,13784.182,474
475,13729.205078125,13784.182,475
476,13877.24609375,13784.182,476
477,13595.462890625,13784.182,477
478,13640.4619140625,13784.182,478
479,13862.5009765625,13784.182,479
480,13918.4912109375,13784.182,480
481,15059.5283203125,14992.914,481
482,14050.328125,13784.182,482
483,14792.376953125,14992.914,483
484,15142.720703125,14992.914,484
485,14889.931640625,14992.914,485
486,14929.5107421875,14992.914,486
487,13777.826171875,13784.182,487
488,13741.32421875,13784.182,488
489,15010.0810546875,14992.914,489
490,16086.498046875,16201.6455,490
491,16168.060546875,16201.6455,491
492,16283.666015625,16201.6455,492
493,16087.4853515625,16201.6455,493
494,16037.4072265625,16201.6455,494
495,16195.115234375,16201.6455,495
496,15960.0419921875,16201.6455,496
497,16246.3447265625,16201.6455,497
498,15918.525390625,16201.6455,498
499,16144.982421875,16201.6455,499
500,15077.470703125,14992.914,500
501,15290.8310546875,14992.914,501
502,15081.1279296875,14992.914,502
503,15008.2431640625,14992.914,503
504,14925.9609375,14992.914,504
505,15091.5390625,14992.914,505
506,13501.662109375,13784.182,506
507,13785.6845703125,13784.182,507
508,12711.8017578125,12575.449,508
509,12490.4130859375,12575.449,509
510,12753.6298828125,12575.449,510
511,12711.9697265625,12575.449,511
512,12603.2958984375,12575.449,512
513,12778.669921875,12575.449,513
514,12443.369140625,12575.449,514
515,13460.0810546875,13784.182,515
516,13704.9638671875,13784.182,516
517,13722.3896484375,13784.182,517
518,13759.4462890625,13784.182,518
519,13773.556640625,13784.182,519
520,14871.0634765625,14992.914,520
521,14803.8095703125,14992.914,521
522,15001.357421875,14992.914,522
523,14846.49609375,14992.914,523
524,14960.2919921875,14992.914,524
525,15097.720703125,14992.914,525
526,13666.6513671875,13784.182,526
527,14922.7431640625,14992.914,527
528,14806.3212890625,14992.914,528
529,15235.3017578125,14992.914,529
530,16145.7666015625,16201.6455,530
531,16034.232421875,16201.6455,531
532,16350.677734375,16201.6455,532
533,16296.6552734375,16201.6455,533
534,16243.6201171875,16201.6455,534
535,16209.5,16201.6455,535
536,17450.64453125,17410.379,536
537,18855.828125,18619.11,537
538,18784.2265625,18619.11,538
539,17405.83203125,17410.379,539
540,16229.16015625,16201.6455,540
541,16015.5771484375,16201.6455,541
542,15855.728515625,16201.6455,542
543,16155.8359375,16201.6455,543
544,18772.849609375,18619.11,544
545,18867.8203125,18619.11,545
546,18558.7734375,18619.11,546
547,16310.2197265625,16201.6455,547
548,16248.7392578125,16201.6455,548
549,16128.6240234375,16201.6455,549
550,16097.14453125,16201.6455,550
551,13636.623046875,13784.182,551
552,13853.8994140625,13784.182,552
553,13642.8134765625,13784.182,553
554,12395.873046875,12575.449,554
555,13918.193359375,13784.182,555
556,13642.6494140625,13784.182,556
557,12611.2041015625,12575.449,557
558,12538.7861328125,12575.449,558
559,12688.185546875,12575.449,559
560,12529.087890625,12575.449,560
561,12580.45703125,12575.449,561
562,10022.7177734375,10157.985,562
563,9993.7783203125,10157.985,563
564,10262.98046875,10157.985,564
565,10217.056640625,10157.985,565
566,8978.150390625,8949.254,566
567,8798.697265625,8949.254,567
568,8910.66015625,8949.254,568
569,8883.064453125,8949.254,569
570,8872.0576171875,8949.254,570
571,9014.3203125,8949.254,571
572,8760.470703125,8949.254,572
573,8866.69140625,8949.254,573
574,8911.296875,8949.254,574
575,9109.64453125,8949.254,575
576,8765.2646484375,8949.254,576
577,9059.416015625,8949.254,577
578,8879.046875,8949.254,578
579,8919.6416015625,8949.254,579
580,8887.1474609375,8949.254,580
581,10254.2099609375,10157.985,581
582,9056.69921875,8949.254,582
583,9095.982421875,8949.254,583
584,9028.9052734375,8949.254,584
585,9011.900390625,8949.254,585
586,9050.31640625,8949.254,586
587,8999.033203125,8949.254,587
588,10128.486328125,10157.985,588
589,10232.0234375,10157.985,589
590,10046.923828125,10157.985,590
591,11260.326171875,11366.718,591
592,10254.08203125,10157.985,592
593,10028.1435546875,10157.985,593
594,10130.1494140625,10157.985,594
595,10309.0322265625,10157.985,595
596,10283.001953125,10157.985,596
597,11347.7890625,11366.718,597
598,11323.84765625,11366.718,598
599,12591.244140625,12575.449,599
600,12687.3193359375,12575.449,600
601,12553.849609375,12575.449,601
602,12584.98046875,12575.449,602
603,13739.9404296875,13784.182,603
604,15013.771484375,14992.914,604
605,14838.3447265625,14992.914,605
606,14953.59375,14992.914,606
607,14807.6376953125,14992.914,607
608,14966.5859375,14992.914,608
609,16187.5322265625,16201.6455,609
610,16272.3359375,16201.6455,610
611,16250.888671875,16201.6455,611
612,14747.6357421875,14992.914,612
613,16192.6279296875,16201.6455,613
614,16126.013671875,16201.6455,614
615,16270.31640625,16201.6455,615
616,16093.962890625,16201.6455,616
617,16373.2080078125,16201.6455,617
618,16258.7841796875,16201.6455,618
619,16150.962890625,16201.6455,619
620,14916.310546875,14992.914,620
621,16129.298828125,16201.6455,621
622,16321.0751953125,16201.6455,622
623,15985.7529296875,16201.6455,623
624,14662.9892578125,14992.914,624
625,14844.5439453125,14992.914,625
626,16101.0537109375,16201.6455,626
627,16578.01953125,16201.6455,627
628,15206.4638671875,14992.914,628
629,15080.9833984375,14992.914,629
630,15199.8583984375,14992.914,630
631,15123.412109375,14992.914,631
632,14695.3134765625,14992.914,632
633,13653.5322265625,13784.182,633
634,13867.759765625,13784.182,634
635,13844.42578125,13784.182,635
636,13592.7744140625,13784.182,636
637,13828.08203125,13784.182,637
638,13651.97265625,13784.182,638
639,13556.8828125,13784.182,639
640,12593.1630859375,12575.449,640
641,11203.990234375,11366.718,641
642,11431.8544921875,11366.718,642
643,11205.72265625,11366.718,643
644,11258.150390625,11366.718,644
645,12337.8388671875,12575.449,645
646,12660.3671875,12575.449,646
647,12562.107421875,12575.449,647
648,11508.376953125,11366.718,648
649,12632.263671875,12575.449,649
650,12281.333984375,12575.449,650
651,12485.0234375,12575.449,651
652,12561.6923828125,12575.449,652
653,12875.3720703125,12575.449,653
654,12812.080078125,12575.449,654
655,13820.158203125,13784.182,655
656,13970.6484375,13784.182,656
657,13878.2080078125,13784.182,657
658,13917.0322265625,13784.182,658
659,14926.5966796875,14992.914,659
660,15059.71875,14992.914,660
661,15104.8994140625,14992.914,661
662,14854.4560546875,14992.914,662
663,16262.9892578125,16201.6455,663
664,16367.6474609375,16201.6455,664
665,16274.888671875,16201.6455,665
666,16325.0126953125,16201.6455,666
667,16239.33203125,16201.6455,667
668,15990.5048828125,16201.6455,668
669,15858.3017578125,16201.6455,669
670,15931.8515625,16201.6455,670
671,16479.40234375,16201.6455,671
672,16505.9765625,16201.6455,672
673,16076.0791015625,16201.6455,673
674,16147.244140625,16201.6455,674
675,16394.32421875,16201.6455,675
676,16050.451171875,16201.6455,676
677,16206.3046875,16201.6455,677
678,16172.369140625,16201.6455,678
679,13826.7568359375,13784.182,679
680,13739.48046875,13784.182,680
681,13841.9560546875,13784.182,681
682,13809.9814453125,13784.182,682
683,15124.87109375,14992.914,683
684,16001.1123046875,16201.6455,684
685,16042.333984375,16201.6455,685
686,15226.1728515625,14992.914,686
687,14665.4755859375,14992.914,687
688,16526.16796875,16201.6455,688
689,16163.4677734375,16201.6455,689
690,14960.3115234375,14992.914,690
691,14993.7705078125,14992.914,691
692,15030.8837890625,14992.914,692
693,15104.267578125,14992.914,693
694,14951.78125,14992.914,694
695,15047.4765625,14992.914,695
696,14975.896484375,14992.914,696
697,14973.783203125,14992.914,697
698,15077.5439453125,14992.914,698
699,14936.037109375,14992.914,699
700,14912.712890625,14992.914,700
701,14982.52734375,14992.914,701
702,15117.0361328125,14992.914,702
703,15067.107421875,14992.914,703
704,14838.833984375,14992.914,704
705,14909.109375,14992.914,705
706,15001.93359375,14992.914,706
707,15047.4208984375,14992.914,707
708,14731.3525390625,14992.914,708
709,16169.345703125,16201.6455,709
710,15939.486328125,16201.6455,710
711,17169.455078125,17410.379,711
712,17501.94140625,17410.379,712
713,17470.66796875,17410.379,713
714,17130.15625,17410.379,714
715,17860.671875,17410.379,715
716,17451.140625,17410.379,716
717,16012.78125,16201.6455,717
718,16285.865234375,16201.6455,718
719,16024.1767578125,16201.6455,719
720,16289.087890625,16201.6455,720
721,16211.2275390625,16201.6455,721
722,16279.0224609375,16201.6455,722
723,14693.4580078125,14992.914,723
724,14899.91796875,14992.914,724
725,15121.244140625,14992.914,725
726,15079.3291015625,14992.914,726
727,15077.59375,14992.914,727
728,14978.1865234375,14992.914,728
729,15221.638671875,14992.914,729
730,15135.9580078125,14992.914,730
731,16240.4033203125,16201.6455,731
732,16381.3212890625,16201.6455,732
733,15969.005859375,16201.6455,733
734,16115.0048828125,16201.6455,734
735,15979.6357421875,16201.6455,735
736,15878.623046875,16201.6455,736
737,16258.03515625,16201.6455,737
738,16100.51953125,16201.6455,738
739,15043.3505859375,14992.914,739
740,14979.3779296875,14992.914,740
741,16514.7421875,16201.6455,741
742,15176.4716796875,14992.914,742
743,14860.8759765625,14992.914,743
744,15300.845703125,14992.914,744
745,14694.4287109375,14992.914,745
746,13826.83203125,13784.182,746
747,13824.384765625,13784.182,747
748,13764.470703125,13784.182,748
749,12615.86328125,12575.449,749
750,12556.94140625,12575.449,750
751,12513.353515625,12575.449,751
752,13967.2822265625,13784.182,752
753,13835.716796875,13784.182,753
754,14043.046875,13784.182,754
755,14128.15234375,13784.182,755
756,13965.7265625,13784.182,756
757,12259.7314453125,12575.449,757
758,12513.4052734375,12575.449,758
759,12306.09765625,12575.449,759
760,12905.623046875,12575.449,760
761,12501.708984375,12575.449,761
762,12444.76953125,12575.449,762
763,12655.7578125,12575.449,763
764,15207.951171875,14992.914,764
765,15173.447265625,14992.914,765
766,15339.26953125,14992.914,766
767,14885.4921875,14992.914,767
768,14908.7080078125,14992.914,768
769,15010.3544921875,14992.914,769
770,15094.5361328125,14992.914,770
771,15380.056640625,14992.914,771
772,15163.7685546875,14992.914,772
773,14871.2666015625,14992.914,773
774,15003.634765625,14992.914,774
775,14929.8779296875,14992.914,775
776,14617.1591796875,14992.914,776
777,13782.0146484375,13784.182,777
778,14807.609375,14992.914,778
779,15073.76953125,14992.914,779
780,14841.458984375,14992.914,780
781,16134.9384765625,16201.6455,781
782,13539.84765625,13784.182,782
783,13844.904296875,13784.182,783
784,13881.2607421875,13784.182,784
785,13818.0625,13784.182,785
786,13618.5126953125,13784.182,786
787,12731.818359375,12575.449,787
788,13684.3681640625,13784.182,788
789,13648.85546875,13784.182,789
790,13700.814453125,13784.182,790
791,13796.5078125,13784.182,791
792,13886.330078125,13784.182,792
793,12408.626953125,12575.449,793
794,13652.146484375,13784.182,794
795,13773.8486328125,13784.182,795
796,13778.453125,13784.182,796
797,13571.5546875,13784.182,797
798,13871.5244140625,13784.182,798
799,12724.26171875,12575.449,799
800,12502.1259765625,12575.449,800
801,12654.19921875,12575.449,801
802,12559.642578125,12575.449,802
803,13762.10546875,13784.182,803
804,15120.41015625,14992.914,804
805,16059.5703125,16201.6455,805
806,16077.44140625,16201.6455,806
807,16172.55859375,16201.6455,807
808,16203.716796875,16201.6455,808
809,16323.0419921875,16201.6455,809
810,16132.1005859375,16201.6455,810
811,16328.3974609375,16201.6455,811
812,15988.8720703125,16201.6455,812
813,14925.5947265625,14992.914,813
814,14786.0849609375,14992.914,814
815,14939.55859375,14992.914,815
816,15112.8349609375,14992.914,816
817,13836.89453125,13784.182,817
818,12758.017578125,12575.449,818
819,12583.708984375,12575.449,819
820,12550.748046875,12575.449,820
821,12760.185546875,12575.449,821
822,12749.302734375,12575.449,822
823,11391.16796875,11366.718,823
824,11590.67578125,11366.718,824
825,12498.5927734375,12575.449,825
826,12760.515625,12575.449,826
827,12479.900390625,12575.449,827
828,12742.576171875,12575.449,828
829,12564.533203125,12575.449,829
830,12550.8828125,12575.449,830
831,12609.3203125,12575.449,831
832,12516.7685546875,12575.449,832
833,12508.373046875,12575.449,833
834,12708.671875,12575.449,834
835,12456.96484375,12575.449,835
836,12448.37890625,12575.449,836
837,13811.990234375,13784.182,837
838,13841.2314453125,13784.182,838
839,13965.447265625,13784.182,839
840,13790.5712890625,13784.182,840
841,13947.30859375,13784.182,841
842,13752.580078125,13784.182,842
843,13690.166015625,13784.182,843
844,13642.8291015625,13784.182,844
845,13894.765625,13784.182,845
846,13955.7509765625,13784.182,846
847,13882.5283203125,13784.182,847
