,N1_good_bins,N1_good_measured,N1_good_model,N1_bad_bins,N1_bad_measured,N1_bad_model,N4_good_bins,N4_good_measured,N4_good_model,N4_bad_bins,N4_bad_measured,N4_bad_model
102,7793.72724609375,0.004,0.007473813,7793.72724609375,0.004,0.007473813,6039.165087890625,0.00025,0.00019174142,6039.165087890625,0.00025,0.00019174142
103,7798.12265625,0.0075,0.007455268,7798.12265625,0.0075,0.007455268,6042.215234375,0.0,0.00018296229,6042.215234375,0.0,0.00018296229
104,7802.51806640625,0.0055,0.0074167536,7802.51806640625,0.0055,0.0074167536,6045.265380859375,0.00025,0.00017478228,6045.265380859375,0.00025,0.00017478228
105,7806.9134765625,0.00425,0.007359046,7806.9134765625,0.00425,0.007359046,6048.31552734375,0.0,0.00016718502,6048.31552734375,0.0,0.00016718502
106,7811.30888671875,0.0062499999999999995,0.007283895,7811.30888671875,0.0062499999999999995,0.007283895,6051.365673828125,0.0,0.00016018172,6051.365673828125,0.0,0.00016018172
107,7815.704296875,0.004,0.0071897027,7815.704296875,0.004,0.0071897027,6054.4158203125,0.00025,0.00015371748,6054.4158203125,0.00025,0.00015371748
108,7820.09970703125,0.003,0.0070802467,7820.09970703125,0.003,0.0070802467,6057.465966796875,0.00025,0.00014777464,6057.465966796875,0.00025,0.00014777464
109,7824.4951171875,0.004,0.006953692,7824.4951171875,0.004,0.006953692,6060.51611328125,0.0,0.00014235498,6060.51611328125,0.0,0.00014235498
110,7828.89052734375,0.00325,0.006811918,7828.89052734375,0.00325,0.006811918,6063.566259765625,0.0,0.00013740649,6063.566259765625,0.0,0.00013740649
111,7833.2859375,0.0052499999999999995,0.006655528,7833.2859375,0.0052499999999999995,0.006655528,6066.61640625,0.0,0.00013290899,6066.61640625,0.0,0.00013290899
112,7837.68134765625,0.00275,0.0064861416,7837.68134765625,0.00275,0.0064861416,6069.666552734375,0.00025,0.00012884797,6069.666552734375,0.00025,0.00012884797
113,7842.0767578125,0.008249999999999999,0.0063060466,7842.0767578125,0.008249999999999999,0.0063060466,6072.71669921875,0.0,0.00012518415,6072.71669921875,0.0,0.00012518415
114,7846.47216796875,0.004,0.0061145527,7846.47216796875,0.004,0.0061145527,6075.766845703125,0.0,0.000121890786,6075.766845703125,0.0,0.000121890786
115,7850.867578125,0.0035,0.0059137973,7850.867578125,0.0035,0.0059137973,6078.8169921875,0.0,0.00011895249,6078.8169921875,0.0,0.00011895249
116,7855.26298828125,0.003,0.005705076,7855.26298828125,0.003,0.005705076,6081.867138671875,0.0005,0.000116334544,6081.867138671875,0.0005,0.000116334544
117,7859.6583984375,0.00275,0.0054891002,7859.6583984375,0.00275,0.0054891002,6084.91728515625,0.0,0.00011401222,6084.91728515625,0.0,0.00011401222
118,7864.05380859375,0.00675,0.0052689365,7864.05380859375,0.00675,0.0052689365,6087.967431640625,0.0,0.000111966554,6087.967431640625,0.0,0.000111966554
119,7868.44921875,0.00375,0.0050448,7868.44921875,0.00375,0.0050448,6091.017578125,0.0,0.00011017904,6091.017578125,0.0,0.00011017904
120,7872.84462890625,0.00275,0.0048177927,7872.84462890625,0.00275,0.0048177927,6094.067724609375,0.0,0.00010862293,6094.067724609375,0.0,0.00010862293
121,7877.2400390625,0.0052499999999999995,0.004589447,7877.2400390625,0.0052499999999999995,0.004589447,6097.11787109375,0.0,0.000107280284,6097.11787109375,0.0,0.000107280284
122,7881.63544921875,0.004,0.0043604965,7881.63544921875,0.004,0.0043604965,6100.168017578125,0.0,0.00010614091,6100.168017578125,0.0,0.00010614091
123,7886.030859375,0.005,0.0041334457,7886.030859375,0.005,0.0041334457,6103.2181640625,0.0,0.000105184794,6103.2181640625,0.0,0.000105184794
124,7890.42626953125,0.00275,0.0039085327,7890.42626953125,0.00275,0.0039085327,6106.268310546875,0.0,0.00010439863,6106.268310546875,0.0,0.00010439863
125,7894.8216796875,0.00375,0.003686512,7894.8216796875,0.00375,0.003686512,6109.31845703125,0.0,0.00010377616,6109.31845703125,0.0,0.00010377616
126,7899.21708984375,0.004749999999999999,0.0034686795,7899.21708984375,0.004749999999999999,0.0034686795,6112.368603515625,0.00025,0.00010330604,6112.368603515625,0.00025,0.00010330604
127,7903.6125,0.00225,0.003255381,7903.6125,0.00225,0.003255381,6115.41875,0.0005,0.000102982,6115.41875,0.0005,0.000102982
128,7908.00791015625,0.005,0.0030486456,7908.00791015625,0.005,0.0030486456,6118.468896484375,0.0,0.000102799226,6118.468896484375,0.0,0.000102799226
129,7912.4033203125,0.00175,0.0028477607,7912.4033203125,0.00175,0.0028477607,6121.51904296875,0.0005,0.00010275935,6121.51904296875,0.0005,0.00010275935
130,7916.79873046875,0.0024999999999999996,0.0026541513,7916.79873046875,0.0024999999999999996,0.0026541513,6124.569189453125,0.0,0.00010285803,6124.569189453125,0.0,0.00010285803
131,7921.194140625,0.0052499999999999995,0.0024678605,7921.194140625,0.0052499999999999995,0.0024678605,6127.6193359375,0.0,0.00010310192,6127.6193359375,0.0,0.00010310192
132,7925.58955078125,0.00175,0.0022891473,7925.58955078125,0.00175,0.0022891473,6130.669482421875,0.00025,0.000103494014,6130.669482421875,0.00025,0.000103494014
133,7929.9849609375,0.002,0.0021191132,7929.9849609375,0.002,0.0021191132,6133.71962890625,0.0,0.00010404564,6133.71962890625,0.0,0.00010404564
134,7934.38037109375,0.00325,0.0019571963,7934.38037109375,0.00325,0.0019571963,6136.769775390625,0.00025,0.000104760635,6136.769775390625,0.00025,0.000104760635
135,7938.77578125,0.0035,0.0018036992,7938.77578125,0.0035,0.0018036992,6139.819921875,0.0,0.000105661165,6139.819921875,0.0,0.000105661165
136,7943.17119140625,0.004,0.0016589885,7943.17119140625,0.004,0.0016589885,6142.870068359375,0.0,0.00010675774,6142.870068359375,0.0,0.00010675774
137,7947.5666015625,0.00275,0.0015225465,7947.5666015625,0.00275,0.0015225465,6145.92021484375,0.0,0.00010807044,6145.92021484375,0.0,0.00010807044
138,7951.96201171875,0.0034999999999999996,0.0013949776,7951.96201171875,0.0034999999999999996,0.0013949776,6148.970361328125,0.0,0.00010962237,6148.970361328125,0.0,0.00010962237
139,7956.357421875,0.003,0.0012756125,7956.357421875,0.003,0.0012756125,6152.0205078125,0.00025,0.00011144354,6152.0205078125,0.00025,0.00011144354
140,7960.75283203125,0.0015,0.0011643649,7960.75283203125,0.0015,0.0011643649,6155.070654296875,0.0,0.00011355629,6155.070654296875,0.0,0.00011355629
141,7965.1482421875,0.0017499999999999998,0.001061213,7965.1482421875,0.0017499999999999998,0.001061213,6158.12080078125,0.0,0.000115996605,6158.12080078125,0.0,0.000115996605
142,7969.54365234375,0.00225,0.0009656388,7969.54365234375,0.00225,0.0009656388,6161.170947265625,0.0007500000000000001,0.00011880565,6161.170947265625,0.0007500000000000001,0.00011880565
143,7973.9390625,0.00325,0.0008777071,7973.9390625,0.00325,0.0008777071,6164.22109375,0.0005,0.00012201916,6164.22109375,0.0005,0.00012201916
144,7978.33447265625,0.00225,0.0007967271,7978.33447265625,0.00225,0.0007967271,6167.271240234375,0.00025,0.00012568316,6167.271240234375,0.00025,0.00012568316
145,7982.7298828125,0.0005,0.0007225476,7982.7298828125,0.0005,0.0007225476,6170.32138671875,0.0,0.0001298399,6170.32138671875,0.0,0.0001298399
146,7987.12529296875,0.002,0.00065475836,7987.12529296875,0.002,0.00065475836,6173.371533203125,0.0005,0.00013456432,6173.371533203125,0.0005,0.00013456432
147,7991.520703125,0.0015,0.00059301406,7991.520703125,0.0015,0.00059301406,6176.4216796875,0.00025,0.00013988864,6176.4216796875,0.00025,0.00013988864
148,7995.91611328125,0.0015,0.0005370772,7995.91611328125,0.0015,0.0005370772,6179.471826171875,0.0005,0.00014588518,6179.471826171875,0.0005,0.00014588518
149,8000.3115234375,0.0012499999999999998,0.0004863432,8000.3115234375,0.0012499999999999998,0.0004863432,6182.52197265625,0.0007500000000000001,0.00015263424,6182.52197265625,0.0007500000000000001,0.00015263424
150,8004.70693359375,0.00075,0.00044061788,8004.70693359375,0.00075,0.00044061788,6185.572119140625,0.0,0.00016018742,6185.572119140625,0.0,0.00016018742
151,8009.10234375,0.00125,0.0003994478,8009.10234375,0.00125,0.0003994478,6188.622265625,0.0005,0.00016861639,6188.622265625,0.0005,0.00016861639
152,8013.49775390625,0.0005,0.00036250916,8013.49775390625,0.0005,0.00036250916,6191.672412109375,0.0005,0.00017803357,6191.672412109375,0.0005,0.00017803357
153,8017.8931640625,0.0005,0.00032954288,8017.8931640625,0.0005,0.00032954288,6194.72255859375,0.001,0.00018848837,6194.72255859375,0.001,0.00018848837
154,8022.28857421875,0.0015,0.00030013878,8022.28857421875,0.0015,0.00030013878,6197.772705078125,0.00025,0.0002000696,6197.772705078125,0.00025,0.0002000696
155,8026.683984375,0.0,0.00027399458,8026.683984375,0.0,0.00027399458,6200.8228515625,0.0007500000000000001,0.00021291098,6200.8228515625,0.0007500000000000001,0.00021291098
156,8031.07939453125,0.001,0.00025082967,8031.07939453125,0.001,0.00025082967,6203.872998046875,0.00025,0.00022705796,6203.872998046875,0.00025,0.00022705796
157,8035.4748046875,0.0005,0.0002303202,8035.4748046875,0.0005,0.0002303202,6206.92314453125,0.0007500000000000001,0.0002426251,6206.92314453125,0.0007500000000000001,0.0002426251
158,8039.87021484375,0.001,0.00021231506,8039.87021484375,0.001,0.00021231506,6209.973291015625,0.00025,0.00025967954,6209.973291015625,0.00025,0.00025967954
159,8044.265625,0.0012499999999999998,0.00019646878,8044.265625,0.0012499999999999998,0.00019646878,6213.0234375,0.00125,0.0002784,6213.0234375,0.00125,0.0002784
160,8048.66103515625,0.00075,0.0001826087,8048.66103515625,0.00075,0.0001826087,6216.073583984375,0.00125,0.0002988235,6216.073583984375,0.00125,0.0002988235
161,8053.0564453125,0.001,0.00017047573,8053.0564453125,0.001,0.00017047573,6219.12373046875,0.0005,0.0003210168,6219.12373046875,0.0005,0.0003210168
162,8057.45185546875,0.0005,0.00015994033,8057.45185546875,0.0005,0.00015994033,6222.173876953125,0.0005,0.00034519963,6222.173876953125,0.0005,0.00034519963
163,8061.847265625,0.00025,0.00015076504,8061.847265625,0.00025,0.00015076504,6225.2240234375,0.0015,0.00037135388,6225.2240234375,0.0015,0.00037135388
164,8066.24267578125,0.00075,0.00014284192,8066.24267578125,0.00075,0.00014284192,6228.274169921875,0.0005,0.0003995961,6228.274169921875,0.0005,0.0003995961
165,8070.6380859375,0.0,0.00013597663,8070.6380859375,0.0,0.00013597663,6231.32431640625,0.0005,0.00043000255,6231.32431640625,0.0005,0.00043000255
166,8075.03349609375,0.0,0.00013010445,8075.03349609375,0.0,0.00013010445,6234.374462890625,0.00075,0.0004627364,6234.374462890625,0.00075,0.0004627364
167,8079.42890625,0.0,0.00012503105,8079.42890625,0.0,0.00012503105,6237.424609375,0.00025,0.000497796,6237.424609375,0.00025,0.000497796
