,N10_bins,N10_measured,N10_model,N20_bins,N20_measured,N20_model
78,7829.436451148987,0.00825,0.007439665,7843.820536041259,0.0045,0.005492995
79,7834.056554889679,0.008,0.00696456,7849.505528640747,0.005,0.0050080395
80,7838.676658630371,0.0062499999999999995,0.00650109,7855.190521240234,0.006249999999999999,0.0045464872
81,7843.296762371063,0.00875,0.006050941,7860.875513839722,0.005,0.0041101705
82,7847.916866111756,0.0065,0.0056161266,7866.560506439209,0.0045,0.0037003134
83,7852.536969852447,0.007,0.0051977583,7872.245499038696,0.00275,0.0033177387
84,7857.15707359314,0.004,0.004797027,7877.930491638183,0.0035,0.0029628442
85,7861.777177333832,0.0045,0.0044148793,7883.615484237671,0.003,0.0026353244
86,7866.397281074524,0.00425,0.0040520136,7889.300476837158,0.002,0.0023355153
87,7871.017384815216,0.00425,0.0037088413,7894.985469436646,0.00225,0.002062073
88,7875.637488555908,0.0035,0.00338565,7900.670462036132,0.00175,0.0018142337
89,7880.257592296601,0.0035,0.0030823986,7906.35545463562,0.003,0.0015909275
90,7884.8776960372925,0.00325,0.0027987992,7912.040447235107,0.00175,0.00139078
91,7889.497799777984,0.002,0.0025354275,7917.725439834595,0.00075,0.0012124467
92,7894.117903518677,0.0025,0.0022908447,7923.410432434082,0.00125,0.0010542779
93,7898.738007259369,0.0025,0.0020650094,7929.095425033569,0.002,0.0009150208
94,7903.358111000061,0.00225,0.0018570997,7934.7804176330565,0.001,0.00079278136
95,7907.978214740753,0.0025,0.0016664985,7940.465410232544,0.00125,0.0006861847
96,7912.598318481445,0.00125,0.001492384,7946.150402832031,0.0,0.0005936726
97,7917.218422222138,0.00075,0.0013338923,7951.835395431519,0.0005,0.00051383965
98,7921.838525962829,0.001,0.0011901603,7957.5203880310055,0.00025,0.00044524999
99,7926.458629703522,0.00175,0.0010602424,7963.205380630493,0.0005,0.00038665082
100,7931.078733444214,0.00075,0.0009432339,7968.8903732299805,0.0,0.00033691182
101,7935.698837184906,0.0005,0.00083823066,7974.575365829468,0.0,0.0002947803
102,7940.318940925598,0.001,0.0007443691,7980.260358428955,0.0,0.00025937028
103,7944.93904466629,0.0007499999999999999,0.0006607036,7985.945351028442,0.0005,0.00022970406
104,7949.559148406983,0.0005,0.0005864119,7991.6303436279295,0.0,0.00020498733
105,7954.179252147675,0.0005,0.0005206307,7997.315336227417,0.00025,0.00018451735
106,7958.799355888366,0.00025,0.00046266094,8003.0003288269045,0.0,0.00016762197
107,7963.419459629059,0.00075,0.00041163943,8008.685321426392,0.0,0.00015378182
108,7968.039563369751,0.00025,0.00036694927,8014.3703140258785,0.0,0.00014244694
109,7972.6596671104435,0.00025,0.0003279739,8020.055306625366,0.0,0.00013328128
110,7977.279770851135,0.0,0.0002940554,8025.7402992248535,0.0,0.00012582653
111,7981.899874591827,0.0,0.00026457725,8031.425291824341,0.0,0.000119838296
112,7986.51997833252,0.0,0.00023916923,8037.1102844238285,0.0,0.00011504161
113,7991.1400820732115,0.0,0.00021721475,8042.795277023315,0.0,0.00011122257
114,7995.760185813904,0.00025,0.00019838486,8048.480269622803,0.0,0.00010822846
115,8000.380289554596,0.00025,0.00018226847,8054.16526222229,0.0,0.000105814834
116,8005.000393295288,0.0,0.00016849552,8059.8502548217775,0.0,0.000103920596
117,8009.62049703598,0.0,0.00015681935,8065.535247421265,0.0,0.00010248464
118,8014.240600776672,0.0,0.00014691106,8071.220240020752,0.0,0.00010132366
119,8018.860704517365,0.0,0.00013856505,8076.905232620239,0.00025,0.0001004682
120,8023.480808258057,0.0,0.00013149358,8082.590225219727,0.0,9.976549e-05
121,8028.100911998748,0.0,0.00012557328,8088.275217819214,0.0,9.924611e-05
122,8032.721015739441,0.0,0.00012059857,8093.9602104187015,0.0,9.884893e-05
123,8037.341119480133,0.0,0.00011652835,8099.645203018188,0.0,9.85434e-05
124,8041.961223220826,0.00025,0.00011303372,8105.330195617676,0.0,9.829899e-05
125,8046.581326961517,0.0,0.00011023802,8111.015188217163,0.0,9.814623e-05
126,8051.201430702209,0.00025,0.00010785345,8116.700180816651,0.0,9.8024015e-05
127,8055.821534442902,0.0,0.00010592113,8122.385173416138,0.0,9.793236e-05
128,8060.441638183594,0.0,0.00010435882,8128.070166015625,0.0,9.7840704e-05
129,8065.061741924286,0.0,0.000103043196,8133.755158615112,0.0,9.781015e-05
130,8069.681845664978,0.0,0.000101974256,8139.4401512146,0.0,9.774904e-05
131,8074.30194940567,0.0,0.000101110876,8145.125143814087,0.0,9.77185e-05
132,8078.9220531463625,0.0,0.00010041195,8150.810136413575,0.0,9.77185e-05
133,8083.542156887054,0.0,9.987748e-05,8156.495129013061,0.0,9.7687946e-05
134,8088.162260627747,0.0,9.938412e-05,8162.180121612549,0.0,9.7687946e-05
135,8092.782364368439,0.0,9.905521e-05,8167.865114212036,0.0,9.7687946e-05
136,8097.4024681091305,0.0,9.876742e-05,8173.550106811524,0.0,9.7657394e-05
137,8102.022571849823,0.0,9.847963e-05,8179.235099411011,0.0,9.7657394e-05
138,8106.642675590515,0.0,9.8356286e-05,8184.920092010498,0.0,9.7687946e-05
139,8111.262779331208,0.0,9.819183e-05,8190.605084609985,0.0,9.7657394e-05
140,8115.882883071899,0.0,9.806849e-05,8196.290077209473,0.0,9.7657394e-05
141,8120.502986812591,0.0,9.794516e-05,8201.97506980896,0.0,9.7657394e-05
142,8125.123090553284,0.0,9.790404e-05,8207.660062408448,0.0,9.7657394e-05
143,8129.743194293976,0.0,9.7862925e-05,8213.345055007934,0.0,9.7657394e-05
144,8134.363298034668,0.0,9.782181e-05,8219.030047607423,0.0,9.7657394e-05
145,8138.98340177536,0.0,9.773959e-05,8224.71504020691,0.0,9.7657394e-05
146,8143.603505516052,0.0,9.773959e-05,8230.400032806396,0.0,9.7657394e-05
147,8148.223609256745,0.0,9.773959e-05,8236.085025405884,0.0,9.7657394e-05
148,8152.843712997436,0.0,9.7698474e-05,8241.77001800537,0.0,9.7657394e-05
149,8157.463816738129,0.0,9.7698474e-05,8247.45501060486,0.0,9.7657394e-05
150,8162.083920478821,0.0,9.7698474e-05,8253.140003204346,0.0,9.7657394e-05
151,8166.704024219513,0.0,9.765736e-05,8258.824995803832,0.0,9.7657394e-05
152,8171.324127960205,0.0,9.7698474e-05,8264.50998840332,0.0,9.7657394e-05
153,8175.944231700897,0.0,9.765736e-05,8270.194981002807,0.0,9.7657394e-05
154,8180.56433544159,0.0,9.765736e-05,8275.879973602296,0.0,9.7657394e-05
155,8185.1844391822815,0.0,9.7698474e-05,8281.564966201782,0.0,9.7657394e-05
156,8189.804542922973,0.0,9.765736e-05,8287.249958801269,0.0,9.7657394e-05
157,8194.424646663665,0.0,9.765736e-05,8292.934951400757,0.0,9.7657394e-05
158,8199.044750404359,0.0,9.765736e-05,8298.619944000244,0.0,9.7657394e-05
159,8203.66485414505,0.0,9.765736e-05,8304.304936599732,0.0,9.7657394e-05
160,8208.284957885742,0.0,9.765736e-05,8309.989929199219,0.0,9.76574e-05
161,8212.905061626434,0.0,9.765736e-05,8315.674921798705,0.0,9.765741e-05
162,8217.525165367126,0.0,9.765736e-05,8321.359914398194,0.0,9.765741e-05
163,8222.14526910782,0.0,9.765736e-05,8327.04490699768,0.0,9.765742e-05
164,8226.765372848511,0.0,9.765736e-05,8332.729899597169,0.0,9.765744e-05
165,8231.385476589203,0.0,9.765736e-05,8338.414892196655,0.0,9.765745e-05
166,8236.005580329895,0.0,9.765736e-05,8344.099884796142,0.0,9.765748e-05
167,8240.625684070586,0.0,9.765736e-05,8349.78487739563,0.0,9.765752e-05
168,8245.24578781128,0.0,9.765736e-05,8355.469869995117,0.0,9.765757e-05
169,8249.865891551972,0.0,9.765736e-05,8361.154862594605,0.0,9.765764e-05
170,8254.485995292664,0.0,9.765736e-05,8366.839855194092,0.0,9.765774e-05
171,8259.106099033355,0.0,9.765736e-05,8372.524847793578,0.0,9.765789e-05
172,8263.726202774047,0.0,9.765736e-05,8378.209840393067,0.0,9.765809e-05
173,8268.34630651474,0.0,9.765736e-05,8383.894832992553,0.0,9.7658354e-05
174,8272.966410255432,0.0,9.765736e-05,8389.579825592042,0.0,9.765872e-05
175,8277.586513996124,0.0,9.765736e-05,8395.264818191528,0.0,9.765921e-05
176,8282.206617736816,0.0,9.765736e-05,8400.949810791015,0.0,9.765989e-05
177,8286.826721477508,0.0,9.765736e-05,8406.634803390503,0.0,9.7660806e-05
178,8291.446825218201,0.0,9.765736e-05,8412.31979598999,0.0,9.7662036e-05
179,8296.066928958893,0.0,9.7657365e-05,8418.004788589478,0.0,9.7663695e-05
180,8300.687032699585,0.0,9.7657365e-05,8423.689781188965,0.0,9.766591e-05
181,8305.307136440277,0.0,9.7657365e-05,8429.374773788451,0.0,9.766886e-05
182,8309.927240180969,0.0,9.7657365e-05,8435.05976638794,0.0,9.767279e-05
183,8314.547343921662,0.0,9.7657365e-05,8440.744758987426,0.0,9.7678e-05
184,8319.167447662354,0.0,9.7657365e-05,8446.429751586915,0.0,9.768488e-05
185,8323.787551403046,0.0,9.765737e-05,8452.114744186401,0.0,9.769394e-05
186,8328.407655143737,0.0,9.765738e-05,8457.799736785888,0.0,9.770581e-05
187,8333.02775888443,0.0,9.765738e-05,8463.484729385376,0.0,9.772135e-05
188,8337.647862625123,0.0,9.7657394e-05,8469.169721984863,0.0,9.7741555e-05
189,8342.267966365815,0.0,9.76574e-05,8474.854714584351,0.0,9.776783e-05
190,8346.888070106506,0.0,9.7657416e-05,8480.539707183838,0.0,9.780176e-05
191,8351.508173847198,0.0,9.765744e-05,8486.224699783324,0.0,9.784558e-05
192,8356.12827758789,0.0,9.765746e-05,8491.909692382813,0.0,9.79018e-05
193,8360.748381328583,0.0,9.765749e-05,8497.5946849823,0.0,9.797381e-05
194,8365.368485069275,0.0,9.765753e-05,8503.279677581788,0.0,9.806578e-05
195,8369.988588809967,0.0,9.765758e-05,8508.964670181274,0.0,9.818253e-05
196,8374.608692550659,0.0,9.7657656e-05,8514.649662780761,0.0,9.833068e-05
197,8379.22879629135,0.0,9.765774e-05,8520.33465538025,0.0,9.8517485e-05
198,8383.848900032044,0.0,9.765785e-05,8526.019647979736,0.0,9.875288e-05
199,8388.469003772736,0.0,9.7658005e-05,8531.704640579224,0.0,9.904758e-05
200,8393.089107513428,0.0,9.7658194e-05,8537.389633178711,0.0,9.941611e-05
201,8397.70921125412,0.0,9.765844e-05,8543.074625778198,0.0,9.987515e-05
202,8402.329314994811,0.0,9.7658754e-05,8548.759618377686,0.0,0.000100444275
203,8406.949418735505,0.0,9.7659155e-05,8554.444610977172,0.0,0.0001011485
204,8411.569522476197,0.0,9.7659664e-05,8560.12960357666,0.0,0.00010201546
205,8416.189626216888,0.0,9.766031e-05,8565.814596176147,0.0,0.0001030811
206,8420.80972995758,0.0,9.766113e-05,8571.499588775634,0.0,0.000104382765
207,8425.429833698272,0.0,9.766218e-05,8577.184581375122,0.0,0.00010597065
208,8430.049937438966,0.0,9.76635e-05,8582.869573974609,0.0,0.00010790182
209,8434.670041179657,0.0,9.766516e-05,8588.554566574097,0.0,0.00011023503
210,8439.29014492035,0.0,9.7667245e-05,8594.239559173584,0.0,0.00011305467
211,8443.91024866104,0.0,9.7669865e-05,8599.92455177307,0.0,0.000116437106
212,8448.530352401733,0.0,9.7673146e-05,8605.609544372559,0.0,0.000120495446
213,8453.150456142426,0.0,9.767724e-05,8611.294536972046,0.0,0.00012532891
214,8457.770559883118,0.0,9.768234e-05,8616.979529571534,0.0,0.00013108061
215,8462.39066362381,0.0,9.768869e-05,8622.66452217102,0.00025,0.00013790281
216,8467.010767364502,0.0,9.769656e-05,8628.349514770507,0.0,0.00014593899
217,8471.630871105193,0.0,9.77063e-05,8634.034507369995,0.0,0.00015541112
218,8476.250974845887,0.0,9.771832e-05,8639.719499969482,0.0,0.00016648776
219,8480.871078586579,0.0,9.7733144e-05,8645.40449256897,0.0,0.00017944897
220,8485.49118232727,0.0,9.7751355e-05,8651.089485168457,0.0,0.00019449275
221,8490.111286067962,0.0,9.777369e-05,8656.774477767944,0.0,0.00021194632
222,8494.731389808654,0.0,9.780102e-05,8662.459470367432,0.0,0.00023212728
223,8499.351493549348,0.0,9.783438e-05,8668.144462966919,0.0,0.00025529193
224,8503.97159729004,0.0,9.787502e-05,8673.829455566407,0.0,0.00028190413
225,8508.591701030731,0.0,9.792439e-05,8679.514448165894,0.00025,0.00031223055
226,8513.211804771423,0.0,9.798426e-05,8685.19944076538,0.00025,0.00034678172
227,8517.831908512115,0.0,9.805667e-05,8690.884433364869,0.0005,0.00038588865
228,8522.452012252808,0.0,9.814405e-05,8696.569425964355,0.00025,0.00043009565
229,8527.0721159935,0.0,9.824927e-05,8702.254418563844,0.00025,0.00047974449
230,8531.692219734192,0.0,9.837566e-05,8707.93941116333,0.0,0.0005353795
231,8536.312323474884,0.0,9.852714e-05,8713.624403762817,0.00125,0.00059758173
232,8540.932427215575,0.0,9.870829e-05,8719.309396362305,0.0005,0.0006665281
233,8545.552530956269,0.0,9.892436e-05,8724.994388961792,0.0,0.00074308354
234,8550.17263469696,0.0,9.918153e-05,8730.67938156128,0.00125,0.0008272575
235,8554.792738437653,0.0,9.948695e-05,8736.364374160767,0.0005,0.00091999583
236,8559.412842178344,0.0,9.984872e-05,8742.049366760253,0.001,0.0010211199
237,8564.032945919036,0.0,0.000100276324,8747.734359359742,0.00225,0.0011314343
238,8568.65304965973,0.0,0.00010078057,8753.419351959228,0.0005,0.0012513445
239,8573.273153400422,0.0,0.000101373735,8759.104344558717,0.0005,0.0013804291
240,8577.893257141113,0.0,0.00010206994,8764.789337158203,0.00125,0.0015197897
241,8582.513360881805,0.0,0.00010288511,8770.47432975769,0.0027500000000000003,0.001668495
242,8587.133464622497,0.0,0.00010383746,8776.159322357178,0.00175,0.0018276786
243,8591.75356836319,0.0,0.000104947234,8781.844314956665,0.00375,0.00199599
244,8596.373672103882,0.0,0.000106237625,8787.529307556153,0.0025,0.0021741926
245,8600.993775844574,0.0,0.000107734486,8793.21430015564,0.0015000000000000002,0.0023620455
246,8605.613879585266,0.0,0.00010946637,8798.899292755126,0.0034999999999999996,0.002557861
247,8610.233983325958,0.0,0.000111466165,8804.584285354615,0.0025,0.0027627558
248,8614.854087066651,0.0,0.000113769085,8810.269277954101,0.0027500000000000003,0.0029741253
249,8619.474190807343,0.0,0.00011641516,8815.95427055359,0.0045,0.0031931752
250,8624.094294548035,0.0,0.00011944833,8821.639263153076,0.0035,0.0034166789
251,8628.714398288726,0.0,0.00012291646,8827.324255752563,0.004,0.0036453933
252,8633.334502029418,0.0,0.0001268729,8833.009248352051,0.00175,0.0038777236
253,8637.954605770112,0.0,0.00013137542,8838.694240951538,0.0025,0.004110673
254,8642.574709510804,0.0,0.00013648238,8844.379233551026,0.00475,0.0043455255
255,8647.194813251495,0.0,0.0001422752,8850.064226150513,0.0037500000000000003,0.0045775766
256,8651.814916992187,0.0,0.00014881525,8855.74921875,0.00475,0.004808502
257,8656.435020732879,0.0005,0.0001561859,8861.434211349488,0.006500000000000001,0.0050331336
258,8661.055124473573,0.0,0.00016447328,8867.119203948974,0.005,0.00525238
259,8665.675228214264,0.0,0.00017376617,8872.804196548463,0.00675,0.0054646176
260,8670.295331954956,0.0,0.00018416421,8878.48918914795,0.006000000000000001,0.0056650806
261,8674.915435695648,0.0,0.00019576777,8884.174181747436,0.0062499999999999995,0.0058564055
262,8679.53553943634,0.0,0.00020868453,8889.859174346924,0.007250000000000001,0.0060315826
263,8684.155643177033,0.0,0.00022302903,8895.54416694641,0.00675,0.006194776
264,8688.775746917725,0.0005,0.00023891733,8901.2291595459,0.007250000000000001,0.0063400413
265,8693.395850658417,0.0,0.00025647166,8906.914152145386,0.007250000000000001,0.0064694737
266,8698.015954399109,0.00025,0.0002758191,8912.599144744872,0.0055000000000000005,0.006577102
267,8702.6360581398,0.0,0.00029708838,8918.28413734436,0.00575,0.0066666463
268,8707.256161880494,0.0,0.00032040747,8923.969129943847,0.00525,0.006737319
269,8711.876265621186,0.00025,0.00034591393,8929.654122543336,0.00575,0.006783509
270,8716.496369361877,0.0,0.00037373506,8935.339115142822,0.008,0.006809668
271,8721.11647310257,0.00025,0.00040400587,8941.024107742309,0.009750000000000002,0.006811824
272,8725.736576843261,0.0005,0.000436855,8946.709100341797,0.00975,0.0067949607
273,8730.356680583955,0.0,0.00047240668,8952.394092941284,0.008,0.0067529776
274,8734.976784324646,0.0,0.0005107786,8958.079085540772,0.007,0.0066906926
275,8739.596888065338,0.0,0.00055209326,8963.764078140259,0.007,0.0066074417
276,8744.21699180603,0.0015,0.0005964452,8969.449070739745,0.0055000000000000005,0.006504011
277,8748.837095546722,0.00025,0.00064393407,8975.134063339234,0.00675,0.0063826353
278,8753.457199287415,0.0005,0.00069463893,8980.81905593872,0.005,0.0062408876
279,8758.077303028107,0.00075,0.00074862567,8986.504048538209,0.006500000000000001,0.0060841967
280,8762.697406768799,0.0005,0.0008059516,8992.189041137695,0.007250000000000001,0.005910678
281,8767.31751050949,0.0005,0.00086663925,8997.874033737182,0.0072499999999999995,0.005725149
282,8771.937614250182,0.001,0.0009307094,9003.55902633667,0.005,0.0055280286
283,8776.557717990876,0.0,0.0009981518,9009.244018936157,0.0055000000000000005,0.0053180954
284,8781.177821731568,0.00225,0.0010689301,9014.929011535645,0.0045,0.0051020696
285,8785.79792547226,0.00075,0.0011429855,9020.614004135132,0.00825,0.004877822
286,8790.418029212951,0.0005,0.0012202326,9026.298996734618,0.0055000000000000005,0.004649821
287,8795.038132953643,0.001,0.0013005694,9031.983989334107,0.007250000000000001,0.0044163736
288,8799.658236694337,0.001,0.0013838398,9037.668981933593,0.0034999999999999996,0.0041825594
289,8804.278340435028,0.002,0.0014698647,9043.353974533082,0.0045,0.0039497404
290,8808.89844417572,0.00175,0.0015584695,9049.038967132568,0.00425,0.0037164679
291,8813.518547916412,0.00125,0.001649386,9054.723959732055,0.00325,0.0034870883
292,8818.138651657104,0.00075,0.0017423829,9060.408952331543,0.004,0.0032608851
293,8822.758755397797,0.0015,0.001837142,9066.09394493103,0.003,0.003041403
294,8827.37885913849,0.00175,0.0019333514,9071.778937530518,0.0030000000000000005,0.0028268434
295,8831.99896287918,0.0015,0.0020306609,9077.463930130005,0.0015000000000000002,0.0026198255
296,8836.619066619873,0.00325,0.0021286935,9083.148922729491,0.0015,0.0024214657
297,8841.239170360564,0.00375,0.002227026,9088.83391532898,0.0025,0.0022310314
298,8845.859274101258,0.00275,0.0023252782,9094.518907928466,0.0015,0.002050303
299,8850.47937784195,0.0035,0.0024229556,9100.203900527955,0.00175,0.0018783029
300,8855.099481582642,0.0005,0.002519645,9105.888893127441,0.00175,0.0017164103
301,8859.719585323333,0.002,0.0026148525,9111.573885726928,0.0015,0.0015643978
302,8864.339689064025,0.003,0.0027083945,9117.258878326416,0.00125,0.0014225105
303,8868.959792804719,0.00325,0.0027988837,9122.943870925903,0.0017499999999999998,0.0012899274
304,8873.57989654541,0.003,0.0028867363,9128.628863525391,0.0015000000000000002,0.0011672248
305,8878.200000286102,0.004,0.0029711751,9134.313856124878,0.0007500000000000001,0.001054228
306,8882.820104026794,0.0025,0.0030516952,9139.998848724365,0.00075,0.00095011666
307,8887.440207767486,0.00375,0.0031278634,9145.683841323853,0.00125,0.0008550304
308,8892.06031150818,0.003,0.0031992188,9151.36883392334,0.00075,0.0007680091
309,8896.680415248871,0.0037500000000000003,0.003265329,9157.053826522828,0.00025,0.00068933214
310,8901.300518989563,0.004,0.0033257937,9162.738819122314,0.0007500000000000001,0.00061800436
311,8905.920622730255,0.002,0.0033802362,9168.423811721801,0.0005,0.000553799
312,8910.540726470947,0.00175,0.003428328,9174.10880432129,0.0007500000000000001,0.0004962619
313,8915.16083021164,0.00425,0.003469737,9179.793796920776,0.00025,0.00044471258
314,8919.780933952332,0.003,0.0035042411,9185.478789520264,0.00025,0.00039899364
315,8924.401037693024,0.0035,0.003531579,9191.163782119751,0.0007500000000000001,0.00035828483
316,8929.021141433715,0.00475,0.0035515896,9196.848774719238,0.00025,0.00032241145
317,8933.641245174407,0.003,0.0035641396,9202.533767318726,0.0005,0.00029078004
318,8938.2613489151,0.003,0.0035691631,9208.218759918213,0.0,0.00026311132
319,8942.881452655793,0.00325,0.0035665985,9213.903752517701,0.0,0.00023893385
320,8947.501556396484,0.0025,0.003556474,9219.588745117188,0.0,0.00021784625
321,8952.121660137176,0.003,0.0035388782,9225.273737716674,0.00025,0.00019960408
322,8956.741763877868,0.00425,0.0035138885,9230.958730316162,0.0,0.00018384073
323,8961.361867618562,0.003,0.0034816938,9236.643722915649,0.00025,0.00017027695
324,8965.981971359253,0.00475,0.0034424937,9242.328715515137,0.0,0.00015863338
325,8970.602075099945,0.0037500000000000003,0.0033965444,9248.013708114624,0.0,0.0001486831
326,8975.222178840637,0.0037500000000000003,0.003343379,9253.69870071411,0.00025,0.00014025155
327,8979.842282581329,0.003,0.0032855726,9259.383693313599,0.0,0.00013305942
