,N4_trace_good,N4_fit_good,N4_trace_bad,N4_fit_bad,frames
671,11510,11887.693,6410,6339.1646,671
672,11507,11887.693,6433,6339.1646,672
673,11761,11887.693,6317,6339.1646,673
674,11047,10660.584,6312,6339.1646,674
675,10210,9433.476,6473,6339.1646,675
676,8460,8206.367,6658,6807.3857,676
677,8150,8206.367,6838,6807.3857,677
678,8201,8206.367,6901,6807.3857,678
679,8331,8206.367,6805,6807.3857,679
680,8538,8206.367,6949,6807.3857,680
681,8507,8206.367,6803,6807.3857,681
682,9217,8206.367,6965,6807.3857,682
683,9777,8206.367,6703,6807.3857,683
684,8906,8206.367,6809,6807.3857,684
685,8283,8206.367,6630,6807.3857,685
686,8242,8206.367,6554,6807.3857,686
687,8296,8206.367,6761,6807.3857,687
688,8222,8206.367,6263,6339.1646,688
689,8320,8206.367,6303,6339.1646,689
690,8273,8206.367,6249,6339.1646,690
691,8270,8206.367,6343,6339.1646,691
692,8383,8206.367,6441,6339.1646,692
693,8342,8206.367,6184,6339.1646,693
694,8269,8206.367,6444,6339.1646,694
695,8421,8206.367,6265,6339.1646,695
696,8171,8206.367,6377,6339.1646,696
697,8083,8206.367,5827,5870.9434,697
698,8268,8206.367,6181,5870.9434,698
699,8313,8206.367,6002,5870.9434,699
700,8211,8206.367,5930,5870.9434,700
701,8386,8206.367,5919,5870.9434,701
702,8362,8206.367,5933,5870.9434,702
703,9486,9433.476,6017,5870.9434,703
704,9540,9433.476,6403,6339.1646,704
705,9717,9433.476,6485,6339.1646,705
706,9496,9433.476,6432,6339.1646,706
707,9433,9433.476,6382,6339.1646,707
708,9374,9433.476,6503,6339.1646,708
709,9346,9433.476,6327,6339.1646,709
710,9380,9433.476,6480,6339.1646,710
711,9677,9433.476,6413,6339.1646,711
712,9462,9433.476,6746,6807.3857,712
713,9411,9433.476,6574,6807.3857,713
714,9441,9433.476,6430,6339.1646,714
715,9509,9433.476,6338,6339.1646,715
716,9674,9433.476,6332,6339.1646,716
717,9690,9433.476,5967,5870.9434,717
718,9507,9433.476,5947,5870.9434,718
719,9435,9433.476,5844,5870.9434,719
720,9668,9433.476,5997,5870.9434,720
721,9333,9433.476,5828,5870.9434,721
722,9400,9433.476,5909,5870.9434,722
723,9266,9433.476,5832,5870.9434,723
724,9376,9433.476,5937,5870.9434,724
725,8481,8206.367,5910,5870.9434,725
726,8275,8206.367,5897,5870.9434,726
727,8225,8206.367,5820,5870.9434,727
728,8382,8206.367,6078,5870.9434,728
729,8213,8206.367,6240,6339.1646,729
730,7060,6979.259,6357,6339.1646,730
731,7239,6979.259,6491,6339.1646,731
732,8155,8206.367,6260,6339.1646,732
733,8667,8206.367,6422,6339.1646,733
734,9458,9433.476,6877,6807.3857,734
735,9318,9433.476,6897,6807.3857,735
736,9597,9433.476,6870,6807.3857,736
737,9569,9433.476,6813,6807.3857,737
738,9526,9433.476,6812,6807.3857,738
739,10221,10660.584,6931,6807.3857,739
740,10919,10660.584,6873,6807.3857,740
741,10819,10660.584,6784,6807.3857,741
742,10794,10660.584,6822,6807.3857,742
743,10591,10660.584,6796,6807.3857,743
744,11200,10660.584,6969,6807.3857,744
745,10932,10660.584,6635,6807.3857,745
746,10998,10660.584,6405,6339.1646,746
747,11749,10660.584,6818,6807.3857,747
748,10926,10660.584,6924,6807.3857,748
749,10841,10660.584,6998,6807.3857,749
750,10979,10660.584,6843,6807.3857,750
751,11111,10660.584,6950,6807.3857,751
752,10761,10660.584,6936,6807.3857,752
753,10754,10660.584,6856,6807.3857,753
754,10732,10660.584,6948,6807.3857,754
755,9497,9433.476,6813,6807.3857,755
756,9478,9433.476,6703,6807.3857,756
757,9268,9433.476,7007,6807.3857,757
758,9321,9433.476,6800,6807.3857,758
759,9452,9433.476,6757,6807.3857,759
760,9395,9433.476,6872,6807.3857,760
761,9605,9433.476,6953,6807.3857,761
762,9612,9433.476,6715,6807.3857,762
763,9246,9433.476,6890,6807.3857,763
764,9268,9433.476,6804,6807.3857,764
765,9513,9433.476,6780,6807.3857,765
766,9349,9433.476,6800,6807.3857,766
767,8333,9433.476,6691,6807.3857,767
768,9552,9433.476,6711,6807.3857,768
769,9733,9433.476,6709,6807.3857,769
770,9599,9433.476,6733,6807.3857,770
771,9755,9433.476,6896,6807.3857,771
772,9730,9433.476,7144,7275.607,772
773,9553,9433.476,7221,7275.607,773
774,9695,9433.476,7294,7275.607,774
775,9633,9433.476,7175,7275.607,775
776,9633,9433.476,7358,7275.607,776
777,8575,9433.476,7538,7275.607,777
778,8663,9433.476,7197,7275.607,778
779,8694,9433.476,7425,7275.607,779
780,9412,9433.476,6901,6807.3857,780
781,9552,9433.476,6599,6807.3857,781
782,9527,9433.476,6791,6807.3857,782
783,9419,9433.476,6717,6807.3857,783
784,9540,9433.476,6635,6807.3857,784
785,9450,9433.476,6692,6807.3857,785
786,9274,9433.476,6602,6807.3857,786
787,9150,9433.476,6835,6807.3857,787
788,8306,8206.367,6747,6807.3857,788
789,8212,8206.367,6786,6807.3857,789
790,8159,8206.367,6796,6807.3857,790
791,8308,8206.367,6678,6807.3857,791
792,8212,8206.367,6746,6807.3857,792
793,8134,8206.367,6551,6807.3857,793
794,8110,8206.367,7073,7275.607,794
795,8222,8206.367,7124,7275.607,795
796,9512,9433.476,7252,7275.607,796
797,9344,9433.476,7305,7275.607,797
798,9509,9433.476,7408,7275.607,798
799,9510,9433.476,7241,7275.607,799
800,9521,9433.476,7169,7275.607,800
801,9670,9433.476,7298,7275.607,801
802,9478,9433.476,6997,6807.3857,802
803,9615,9433.476,6667,6807.3857,803
804,9405,9433.476,7212,7275.607,804
805,9622,9433.476,7226,7275.607,805
806,9718,9433.476,7267,7275.607,806
807,10854,10660.584,7173,7275.607,807
808,10659,10660.584,7083,7275.607,808
809,10862,10660.584,6875,6807.3857,809
810,10640,10660.584,6964,6807.3857,810
811,9429,9433.476,6611,6807.3857,811
812,9808,9433.476,6370,6339.1646,812
813,9918,9433.476,6385,6339.1646,813
814,9631,9433.476,6333,6339.1646,814
815,9692,9433.476,6453,6339.1646,815
816,9591,9433.476,6279,6339.1646,816
817,9669,9433.476,6412,6339.1646,817
818,9416,9433.476,6227,6339.1646,818
819,9391,9433.476,6391,6339.1646,819
820,9618,9433.476,6270,6339.1646,820
821,9682,9433.476,6357,6339.1646,821
822,9001,9433.476,6167,6339.1646,822
823,9393,9433.476,6361,6339.1646,823
824,9260,9433.476,6487,6339.1646,824
825,10417,10660.584,6409,6339.1646,825
826,10548,10660.584,6225,6339.1646,826
827,10698,10660.584,6361,6339.1646,827
828,10684,10660.584,6381,6339.1646,828
829,10751,10660.584,6385,6339.1646,829
830,10614,10660.584,6243,6339.1646,830
831,10263,10660.584,6367,6339.1646,831
832,10129,10660.584,6298,6339.1646,832
833,9308,9433.476,6195,6339.1646,833
834,8964,9433.476,5965,5870.9434,834
835,10226,8206.367,5873,5870.9434,835
836,8885,8206.367,5911,5870.9434,836
837,8088,8206.367,6052,5870.9434,837
838,8020,8206.367,6024,5870.9434,838
839,8323,8206.367,6058,5870.9434,839
840,9067,9433.476,5942,5870.9434,840
841,9339,9433.476,6745,6807.3857,841
842,9916,9433.476,6757,6807.3857,842
843,10862,10660.584,6655,6807.3857,843
844,11682,11887.693,6721,6807.3857,844
845,12026,11887.693,6761,6807.3857,845
846,11935,11887.693,6874,6807.3857,846
847,11725,11887.693,6666,6807.3857,847
848,11897,11887.693,6801,6807.3857,848
849,11988,11887.693,6762,6807.3857,849
850,12144,11887.693,6703,6807.3857,850
851,11840,11887.693,6653,6807.3857,851
852,12276,11887.693,6777,6807.3857,852
853,12248,11887.693,6790,6807.3857,853
854,12007,11887.693,6780,6807.3857,854
855,11868,11887.693,6634,6807.3857,855
856,11213,10660.584,6751,6807.3857,856
857,10598,10660.584,6723,6807.3857,857
858,10429,10660.584,6707,6807.3857,858
859,10531,10660.584,6919,6807.3857,859
860,10506,10660.584,6813,6807.3857,860
861,10621,10660.584,6825,6807.3857,861
862,10500,10660.584,6854,6807.3857,862
863,10806,10660.584,6835,6807.3857,863
864,10797,10660.584,6732,6807.3857,864
865,10821,10660.584,6746,6807.3857,865
866,10720,10660.584,6724,6807.3857,866
867,10487,10660.584,6846,6807.3857,867
868,10603,10660.584,6834,6807.3857,868
869,10837,10660.584,6384,6339.1646,869
870,11972,11887.693,6307,6339.1646,870
871,12051,11887.693,6299,6339.1646,871
872,11972,11887.693,6456,6339.1646,872
873,12152,11887.693,6347,6339.1646,873
874,11886,11887.693,6503,6339.1646,874
875,11977,11887.693,6257,6339.1646,875
876,12092,11887.693,6599,6807.3857,876
877,12267,11887.693,6692,6807.3857,877
878,11797,11887.693,6719,6807.3857,878
879,11958,11887.693,6636,6807.3857,879
880,12140,11887.693,6778,6807.3857,880
881,12162,11887.693,6802,6807.3857,881
882,11767,11887.693,6833,6807.3857,882
883,10944,10660.584,6808,6807.3857,883
884,10930,10660.584,6825,6807.3857,884
885,11043,10660.584,6763,6807.3857,885
886,11352,11887.693,6791,6807.3857,886
887,12142,11887.693,6893,6807.3857,887
888,12174,11887.693,6680,6807.3857,888
889,12064,11887.693,6942,6807.3857,889
890,12149,11887.693,7064,6807.3857,890
891,12290,11887.693,6629,6807.3857,891
892,12257,11887.693,6884,6807.3857,892
893,11856,11887.693,6764,6807.3857,893
894,12187,11887.693,6779,6807.3857,894
895,12187,11887.693,6882,6807.3857,895
896,12306,11887.693,6693,6807.3857,896
897,12227,11887.693,6760,6807.3857,897
898,12515,11887.693,6731,6807.3857,898
899,12309,11887.693,6612,6807.3857,899
900,12327,11887.693,6804,6807.3857,900
901,12307,11887.693,6811,6807.3857,901
902,11893,11887.693,6851,6807.3857,902
903,10774,10660.584,6422,6339.1646,903
904,10259,10660.584,6316,6339.1646,904
905,9827,9433.476,6431,6339.1646,905
906,9835,9433.476,6487,6339.1646,906
907,9748,9433.476,6346,6339.1646,907
908,9371,9433.476,6349,6339.1646,908
909,9856,9433.476,6314,6339.1646,909
910,9071,9433.476,6513,6339.1646,910
911,9266,9433.476,6675,6807.3857,911
912,8741,8206.367,6923,6807.3857,912
913,8240,8206.367,6804,6807.3857,913
914,8205,8206.367,6637,6807.3857,914
915,8168,8206.367,6914,6807.3857,915
916,8307,8206.367,6821,6807.3857,916
917,8331,8206.367,6759,6807.3857,917
918,8612,8206.367,6794,6807.3857,918
919,8375,8206.367,6752,6807.3857,919
920,8312,8206.367,6691,6807.3857,920
921,8292,8206.367,6772,6807.3857,921
922,8110,8206.367,6770,6807.3857,922
923,8318,8206.367,6800,6807.3857,923
924,8272,8206.367,6741,6807.3857,924
925,8520,8206.367,6815,6807.3857,925
926,8101,8206.367,6743,6807.3857,926
927,7851,8206.367,6386,6339.1646,927
928,7058,6979.259,6340,6339.1646,928
929,7118,6979.259,6269,6339.1646,929
930,7043,6979.259,6379,6339.1646,930
931,7160,6979.259,6869,6807.3857,931
932,7102,6979.259,6707,6807.3857,932
933,7239,6979.259,6721,6807.3857,933
934,7252,6979.259,6854,6807.3857,934
935,6987,6979.259,6886,6807.3857,935
936,6725,6979.259,6690,6807.3857,936
937,7144,6979.259,6661,6807.3857,937
938,7039,6979.259,6739,6807.3857,938
939,7087,6979.259,6690,6807.3857,939
940,7053,6979.259,7101,6807.3857,940
941,6966,6979.259,6878,6807.3857,941
942,7034,6979.259,6968,6807.3857,942
943,7054,6979.259,6541,6807.3857,943
944,7105,6979.259,6761,6807.3857,944
945,6970,6979.259,6858,6807.3857,945
946,7021,6979.259,6785,6807.3857,946
947,7659,6979.259,6771,6807.3857,947
948,8281,8206.367,6781,6807.3857,948
949,8319,8206.367,6828,6807.3857,949
950,8349,8206.367,6849,6807.3857,950
951,8110,8206.367,6854,6807.3857,951
952,7990,8206.367,6722,6807.3857,952
953,7046,6979.259,7016,6807.3857,953
954,7010,6979.259,6667,6807.3857,954
955,6842,6979.259,6801,6807.3857,955
956,7049,6979.259,6915,6807.3857,956
957,7001,6979.259,7308,7275.607,957
958,7976,8206.367,7006,7275.607,958
959,8335,8206.367,7408,7275.607,959
960,8032,8206.367,7643,7275.607,960
961,7065,6979.259,7157,7275.607,961
962,7018,6979.259,7302,7275.607,962
963,7162,6979.259,7328,7275.607,963
964,7017,6979.259,7362,7275.607,964
965,7731,6979.259,7150,7275.607,965
966,8221,8206.367,7165,7275.607,966
967,7986,8206.367,7283,7275.607,967
968,7001,6979.259,7322,7275.607,968
969,7090,6979.259,7233,7275.607,969
970,6981,6979.259,7233,7275.607,970
971,6881,6979.259,7286,7275.607,971
972,6909,6979.259,7090,7275.607,972
973,7017,6979.259,7241,7275.607,973
974,7061,6979.259,7116,7275.607,974
975,6996,6979.259,7320,7275.607,975
976,7564,6979.259,7144,7275.607,976
977,8047,8206.367,7289,7275.607,977
978,8088,8206.367,7236,7275.607,978
979,8067,8206.367,7213,7275.607,979
980,8756,8206.367,7104,7275.607,980
981,9638,9433.476,7167,7275.607,981
982,9548,9433.476,7215,7275.607,982
983,9520,9433.476,7323,7275.607,983
984,9471,9433.476,7261,7275.607,984
985,9269,9433.476,7166,7275.607,985
986,9507,9433.476,7158,7275.607,986
987,9310,9433.476,7206,7275.607,987
988,9519,9433.476,7275,7275.607,988
989,8928,8206.367,7246,7275.607,989
990,8402,8206.367,7164,7275.607,990
991,8274,8206.367,7165,7275.607,991
992,9152,9433.476,6782,6807.3857,992
993,9383,9433.476,6743,6807.3857,993
994,9562,9433.476,6336,6339.1646,994
995,9622,9433.476,6725,6807.3857,995
996,9194,9433.476,6743,6807.3857,996
997,9413,9433.476,7128,7275.607,997
998,9568,9433.476,7146,7275.607,998
999,9647,9433.476,7141,7275.607,999
1000,9398,9433.476,7256,7275.607,1000
1001,9546,9433.476,7193,7275.607,1001
1002,9434,9433.476,7201,7275.607,1002
1003,9553,9433.476,7249,7275.607,1003
1004,9510,9433.476,7204,7275.607,1004
1005,9395,9433.476,7192,7275.607,1005
1006,9350,9433.476,7225,7275.607,1006
1007,9654,9433.476,7280,7275.607,1007
1008,9415,9433.476,7338,7275.607,1008
1009,9684,9433.476,7240,7275.607,1009
1010,8554,8206.367,7350,7275.607,1010
1011,8241,8206.367,7312,7275.607,1011
1012,8133,8206.367,7077,7275.607,1012
1013,8096,8206.367,7145,7275.607,1013
1014,8155,8206.367,7221,7275.607,1014
1015,8211,8206.367,7209,7275.607,1015
1016,8183,8206.367,7292,7275.607,1016
1017,9349,9433.476,6977,6807.3857,1017
1018,9786,9433.476,6890,6807.3857,1018
1019,9474,9433.476,6758,6807.3857,1019
1020,9622,9433.476,6826,6807.3857,1020
1021,9191,9433.476,6864,6807.3857,1021
1022,9181,9433.476,6837,6807.3857,1022
1023,10208,10660.584,6734,6807.3857,1023
1024,10708,10660.584,6733,6807.3857,1024
1025,10554,10660.584,6768,6807.3857,1025
1026,10461,10660.584,6788,6807.3857,1026
1027,10595,10660.584,6754,6807.3857,1027
1028,9172,9433.476,6550,6807.3857,1028
1029,9297,9433.476,6708,6807.3857,1029
1030,9667,9433.476,7076,7275.607,1030
1031,9408,9433.476,7319,7275.607,1031
1032,9418,9433.476,7211,7275.607,1032
1033,9533,9433.476,7204,7275.607,1033
1034,9561,9433.476,7300,7275.607,1034
1035,9723,9433.476,7003,7275.607,1035
1036,9551,9433.476,7182,7275.607,1036
1037,9213,9433.476,7074,7275.607,1037
1038,9338,9433.476,7174,7275.607,1038
1039,9153,9433.476,7144,7275.607,1039
1040,9005,9433.476,7206,7275.607,1040
1041,9435,9433.476,7183,7275.607,1041
1042,9203,9433.476,7205,7275.607,1042
1043,9306,9433.476,6852,6807.3857,1043
1044,9265,9433.476,6596,6807.3857,1044
1045,9449,9433.476,6768,6807.3857,1045
1046,9396,9433.476,6503,6339.1646,1046
1047,9194,9433.476,6308,6339.1646,1047
1048,9868,9433.476,6288,6339.1646,1048
1049,9101,9433.476,6299,6339.1646,1049
1050,9314,9433.476,6261,6339.1646,1050
1051,9268,9433.476,6190,6339.1646,1051
1052,9339,9433.476,6289,6339.1646,1052
1053,9258,9433.476,6329,6339.1646,1053
1054,9338,9433.476,6447,6339.1646,1054
1055,9327,9433.476,6419,6339.1646,1055
1056,9307,9433.476,6363,6339.1646,1056
1057,10706,9433.476,6604,6807.3857,1057
1058,9811,9433.476,6773,6807.3857,1058
1059,9857,9433.476,6852,6807.3857,1059
1060,9393,9433.476,6766,6807.3857,1060
1061,10844,10660.584,6858,6807.3857,1061
1062,12111,11887.693,6723,6807.3857,1062
1063,11978,11887.693,6671,6807.3857,1063
1064,12031,11887.693,6842,6807.3857,1064
1065,12071,11887.693,6699,6807.3857,1065
1066,11887,11887.693,6659,6807.3857,1066
1067,11655,11887.693,6831,6807.3857,1067
1068,10629,10660.584,6725,6807.3857,1068
1069,10641,10660.584,6855,6807.3857,1069
1070,9966,9433.476,6257,6339.1646,1070
1071,8160,8206.367,6316,6339.1646,1071
1072,8543,8206.367,6362,6339.1646,1072
1073,9239,9433.476,6260,6339.1646,1073
1074,9657,9433.476,6688,6807.3857,1074
1075,9400,9433.476,6769,6807.3857,1075
1076,9454,9433.476,7039,7275.607,1076
1077,9180,9433.476,7195,7275.607,1077
1078,9409,9433.476,6593,6807.3857,1078
1079,9609,9433.476,6619,6807.3857,1079
1080,9329,9433.476,6627,6807.3857,1080
1081,9200,9433.476,6708,6807.3857,1081
1082,9246,9433.476,6612,6807.3857,1082
1083,9441,9433.476,6581,6807.3857,1083
1084,9557,9433.476,6806,6807.3857,1084
1085,9394,9433.476,6811,6807.3857,1085
1086,9103,9433.476,6827,6807.3857,1086
1087,10047,9433.476,6527,6807.3857,1087
1088,10546,10660.584,6702,6807.3857,1088
1089,10596,10660.584,6696,6807.3857,1089
1090,10648,10660.584,6897,6807.3857,1090
1091,10309,10660.584,6626,6807.3857,1091
1092,11370,11887.693,6816,6807.3857,1092
1093,11736,11887.693,6637,6807.3857,1093
1094,11740,11887.693,6694,6807.3857,1094
1095,11713,11887.693,6768,6807.3857,1095
1096,11599,11887.693,6558,6807.3857,1096
1097,11758,11887.693,6886,6807.3857,1097
1098,12113,11887.693,6794,6807.3857,1098
1099,12081,11887.693,6633,6807.3857,1099
1100,12031,11887.693,6780,6807.3857,1100
1101,12158,11887.693,6668,6807.3857,1101
1102,11692,11887.693,6808,6807.3857,1102
1103,12169,11887.693,6537,6807.3857,1103
1104,11907,11887.693,6809,6807.3857,1104
1105,11736,11887.693,6990,6807.3857,1105
1106,10618,10660.584,7271,7275.607,1106
1107,10696,10660.584,7178,7275.607,1107
1108,10426,10660.584,7326,7275.607,1108
1109,10280,10660.584,6788,6807.3857,1109
1110,10343,10660.584,6681,6807.3857,1110
1111,10358,10660.584,6637,6807.3857,1111
1112,10481,10660.584,6867,6807.3857,1112
1113,10426,10660.584,6666,6807.3857,1113
1114,10405,10660.584,6728,6807.3857,1114
1115,10641,10660.584,6923,6807.3857,1115
1116,10864,10660.584,7238,7275.607,1116
1117,10228,10660.584,7069,7275.607,1117
1118,10452,10660.584,7195,7275.607,1118
1119,12008,11887.693,7253,7275.607,1119
1120,12034,11887.693,7208,7275.607,1120
1121,11756,11887.693,7282,7275.607,1121
1122,11821,11887.693,7306,7275.607,1122
1123,11759,11887.693,7172,7275.607,1123
1124,10356,10660.584,7101,7275.607,1124
1125,9187,9433.476,7297,7275.607,1125
1126,9433,9433.476,7529,7275.607,1126
1127,9533,9433.476,7717,7275.607,1127
1128,10459,10660.584,7648,7275.607,1128
1129,10548,10660.584,7569,7275.607,1129
1130,10567,10660.584,7596,7275.607,1130
1131,10429,10660.584,7758,7275.607,1131
1132,10478,10660.584,7451,7275.607,1132
1133,8719,9433.476,7610,7275.607,1133
1134,8115,9433.476,7596,7275.607,1134
1135,9542,9433.476,7550,7275.607,1135
1136,9503,9433.476,7658,7275.607,1136
1137,9581,9433.476,7273,7275.607,1137
1138,9298,9433.476,7308,7275.607,1138
1139,9414,9433.476,7228,7275.607,1139
1140,9349,9433.476,7210,7275.607,1140
1141,9471,9433.476,7100,7275.607,1141
1142,10157,9433.476,7206,7275.607,1142
1143,9766,9433.476,7185,7275.607,1143
1144,9447,9433.476,7269,7275.607,1144
1145,10046,9433.476,7196,7275.607,1145
1146,9798,9433.476,7315,7275.607,1146
1147,9569,9433.476,7222,7275.607,1147
1148,9504,9433.476,7307,7275.607,1148
1149,9690,9433.476,7342,7275.607,1149
1150,9375,9433.476,7315,7275.607,1150
1151,9488,9433.476,7213,7275.607,1151
1152,9505,9433.476,7273,7275.607,1152
1153,9194,9433.476,7287,7275.607,1153
1154,8324,8206.367,7326,7275.607,1154
1155,8402,8206.367,7226,7275.607,1155
1156,8129,8206.367,7178,7275.607,1156
1157,9156,9433.476,7137,7275.607,1157
1158,9435,9433.476,7137,7275.607,1158
1159,9402,9433.476,7288,7275.607,1159
1160,9367,9433.476,7204,7275.607,1160
1161,9229,9433.476,7181,7275.607,1161
1162,9770,9433.476,7229,7275.607,1162
1163,9469,9433.476,6984,7275.607,1163
1164,9238,9433.476,7221,7275.607,1164
1165,8447,9433.476,7035,7275.607,1165
1166,9443,9433.476,7364,7275.607,1166
1167,9466,9433.476,7154,7275.607,1167
1168,9269,9433.476,7211,7275.607,1168
1169,9504,9433.476,7341,7275.607,1169
1170,9458,9433.476,7334,7275.607,1170
1171,9267,9433.476,7320,7275.607,1171
1172,9309,9433.476,7154,7275.607,1172
1173,9324,9433.476,6688,6807.3857,1173
1174,9292,9433.476,6748,6807.3857,1174
1175,9285,9433.476,6700,6807.3857,1175
1176,9086,9433.476,6897,6807.3857,1176
1177,9335,9433.476,6794,6807.3857,1177
1178,9136,9433.476,6857,6807.3857,1178
1179,9385,9433.476,6963,6807.3857,1179
1180,9361,9433.476,6755,6807.3857,1180
1181,8559,8206.367,6665,6807.3857,1181
1182,8284,8206.367,6736,6807.3857,1182
1183,8112,8206.367,6760,6807.3857,1183
1184,8423,8206.367,6767,6807.3857,1184
1185,7883,8206.367,6740,6807.3857,1185
1186,8331,8206.367,6946,6807.3857,1186
1187,8171,8206.367,6678,6807.3857,1187
1188,8139,8206.367,6876,6807.3857,1188
1189,7073,6979.259,6737,6807.3857,1189
1190,7057,6979.259,6800,6807.3857,1190
1191,7145,6979.259,6875,6807.3857,1191
1192,6950,6979.259,6703,6807.3857,1192
1193,7544,6979.259,6718,6807.3857,1193
1194,7973,8206.367,6864,6807.3857,1194
1195,8001,8206.367,6759,6807.3857,1195
1196,8106,8206.367,6781,6807.3857,1196
1197,8122,8206.367,6895,6807.3857,1197
1198,7686,6979.259,7142,7275.607,1198
1199,6886,6979.259,7110,7275.607,1199
1200,7088,6979.259,7293,7275.607,1200
1201,6950,6979.259,7242,7275.607,1201
1202,6893,6979.259,7335,7275.607,1202
1203,6792,6979.259,7280,7275.607,1203
1204,7018,6979.259,7180,7275.607,1204
1205,6829,6979.259,7121,7275.607,1205
1206,7935,8206.367,7014,6807.3857,1206
1207,8197,8206.367,6877,6807.3857,1207
1208,7971,8206.367,6627,6807.3857,1208
1209,8078,8206.367,7222,7275.607,1209
1210,7889,8206.367,7032,7275.607,1210
1211,8058,8206.367,7215,7275.607,1211
1212,8179,8206.367,7283,7275.607,1212
1213,8071,8206.367,7219,7275.607,1213
1214,7910,8206.367,7237,7275.607,1214
1215,8121,8206.367,7306,7275.607,1215
1216,8507,8206.367,7354,7275.607,1216
1217,9137,9433.476,7241,7275.607,1217
1218,9466,9433.476,7274,7275.607,1218
1219,9107,9433.476,7295,7275.607,1219
1220,9408,9433.476,7348,7275.607,1220
1221,9406,9433.476,6996,6807.3857,1221
1222,9319,9433.476,6903,6807.3857,1222
1223,9389,9433.476,6746,6807.3857,1223
1224,9325,9433.476,6885,6807.3857,1224
1225,9356,9433.476,6960,6807.3857,1225
1226,9547,9433.476,6866,6807.3857,1226
1227,9621,9433.476,6961,6807.3857,1227
1228,9301,9433.476,6848,6807.3857,1228
1229,10082,9433.476,6892,6807.3857,1229
1230,10450,10660.584,6878,6807.3857,1230
1231,10564,10660.584,6943,6807.3857,1231
1232,9424,9433.476,6803,6807.3857,1232
1233,9250,9433.476,6884,6807.3857,1233
1234,9416,9433.476,6880,6807.3857,1234
1235,9272,9433.476,6903,6807.3857,1235
1236,9380,9433.476,6492,6339.1646,1236
1237,9410,9433.476,6284,6339.1646,1237
1238,9365,9433.476,6345,6339.1646,1238
1239,9459,9433.476,6372,6339.1646,1239
1240,9394,9433.476,6705,6807.3857,1240
1241,9259,9433.476,6736,6807.3857,1241
1242,9274,9433.476,6676,6807.3857,1242
1243,9518,9433.476,6850,6807.3857,1243
1244,9205,9433.476,6707,6807.3857,1244
1245,9226,9433.476,6636,6807.3857,1245
1246,9131,9433.476,6723,6807.3857,1246
1247,9165,9433.476,6605,6807.3857,1247
1248,9384,9433.476,6808,6807.3857,1248
1249,9191,9433.476,6868,6807.3857,1249
1250,9298,9433.476,6669,6807.3857,1250
1251,9378,9433.476,6801,6807.3857,1251
1252,9357,9433.476,6936,6807.3857,1252
1253,9431,9433.476,6622,6807.3857,1253
1254,9298,9433.476,6840,6807.3857,1254
1255,9833,9433.476,6844,6807.3857,1255
1256,10801,10660.584,6753,6807.3857,1256
1257,10740,10660.584,6772,6807.3857,1257
1258,9904,9433.476,6769,6807.3857,1258
1259,9182,9433.476,6765,6807.3857,1259
1260,9108,9433.476,6834,6807.3857,1260
1261,9666,9433.476,6899,6807.3857,1261
1262,9315,9433.476,6759,6807.3857,1262
1263,9373,9433.476,6763,6807.3857,1263
1264,9453,9433.476,6906,6807.3857,1264
1265,9633,9433.476,6740,6807.3857,1265
1266,9540,9433.476,6929,6807.3857,1266
1267,9515,9433.476,6802,6807.3857,1267
1268,9685,9433.476,7307,7275.607,1268
1269,9537,9433.476,7256,7275.607,1269
1270,9376,9433.476,7226,7275.607,1270
1271,9411,9433.476,7373,7275.607,1271
1272,9415,9433.476,7299,7275.607,1272
1273,9289,9433.476,6792,6807.3857,1273
1274,9640,9433.476,6702,6807.3857,1274
1275,9274,9433.476,6772,6807.3857,1275
1276,9536,9433.476,6777,6807.3857,1276
1277,9407,9433.476,6986,6807.3857,1277
1278,9488,9433.476,6965,6807.3857,1278
1279,9424,9433.476,7364,7275.607,1279
1280,9551,9433.476,7209,7275.607,1280
1281,9439,9433.476,7362,7275.607,1281
1282,9463,9433.476,7254,7275.607,1282
1283,9346,9433.476,7181,7275.607,1283
1284,9503,9433.476,7321,7275.607,1284
1285,9240,9433.476,7236,7275.607,1285
1286,9525,9433.476,7510,7275.607,1286
1287,9620,9433.476,7260,7275.607,1287
1288,9411,9433.476,7165,7275.607,1288
1289,9567,9433.476,7470,7275.607,1289
1290,9438,9433.476,7383,7275.607,1290
1291,9671,9433.476,7303,7275.607,1291
1292,9131,9433.476,7259,7275.607,1292
1293,8259,8206.367,7197,7275.607,1293
1294,8253,8206.367,7256,7275.607,1294
1295,8193,8206.367,7177,7275.607,1295
1296,7007,6979.259,7110,7275.607,1296
1297,7055,6979.259,7121,7275.607,1297
1298,8334,8206.367,7178,7275.607,1298
1299,8255,8206.367,7203,7275.607,1299
1300,8016,8206.367,7226,7275.607,1300
1301,7159,8206.367,7164,7275.607,1301
1302,7829,8206.367,7118,7275.607,1302
1303,8542,8206.367,7091,7275.607,1303
1304,8796,8206.367,6626,6807.3857,1304
1305,8849,8206.367,6711,6807.3857,1305
1306,8084,8206.367,6978,6807.3857,1306
1307,8233,8206.367,6787,6807.3857,1307
1308,8215,8206.367,6772,6807.3857,1308
1309,8963,9433.476,6930,6807.3857,1309
1310,9348,9433.476,6692,6807.3857,1310
1311,9383,9433.476,6509,6807.3857,1311
1312,9187,9433.476,6819,6807.3857,1312
1313,9331,9433.476,6829,6807.3857,1313
1314,9337,9433.476,6771,6807.3857,1314
