,qpaint_bins,qpaint_measured,qpaint_model,lbfcs_bins,lbfcs_measured,lbfcs_model
117,8082.794751167297,0.0,9.994138e-05,10191.848487472535,0.00025,0.0013236633
118,8088.57513999939,0.0,9.937e-05,10204.113535308838,0.00125,0.0012603769
119,8094.355528831482,0.0,9.894147e-05,10216.378583145142,0.00125,0.0011868874
120,8100.135917663574,0.0,9.8620076e-05,10228.643630981445,0.00125,0.0011058436
121,8105.9163064956665,0.0,9.833438e-05,10240.908678817748,0.0007499999999999999,0.0010196642
122,8111.696695327759,0.0,9.819154e-05,10253.173726654053,0.00025,0.00093055196
123,8117.477084159851,0.0,9.8012984e-05,10265.438774490356,0.00025,0.0008410877
124,8123.257472991943,0.0,9.7941556e-05,10277.70382232666,0.0,0.00075318204
125,8129.037861824036,0.0,9.7834425e-05,10289.968870162964,0.0007500000000000001,0.0006687821
126,8134.818250656128,0.0,9.7798715e-05,10302.233917999267,0.00025,0.000589171
127,8140.59863948822,0.0,9.7763004e-05,10314.498965835572,0.00025,0.00051559956
128,8146.3790283203125,0.0,9.7727294e-05,10326.764013671875,0.0,0.0004487857
129,8152.159417152405,0.0,9.7727294e-05,10339.02906150818,0.0005,0.00038905416
130,8157.939805984497,0.0,9.769158e-05,10351.294109344482,0.0,0.00033659805
131,8163.720194816589,0.0,9.765587e-05,10363.559157180785,0.0,0.00029121147
132,8169.500583648682,0.0,9.769158e-05,10375.82420501709,0.0,0.00025256263
133,8175.280972480774,0.0,9.765587e-05,10388.089252853393,0.0,0.00022014836
134,8181.061361312866,0.0,9.765587e-05,10400.354300689698,0.00025,0.00019333242
135,8186.8417501449585,0.0,9.769158e-05,10412.619348526001,0.0,0.0001715005
136,8192.62213897705,0.0,9.765587e-05,10424.884396362304,0.0,0.00015395439
137,8198.402527809143,0.0,9.765587e-05,10437.149444198609,0.0,0.00014006332
138,8204.182916641235,0.0,9.765587e-05,10449.414492034912,0.0,0.00012921663
139,8209.963305473328,0.0,9.765587e-05,10461.679539871217,0.0,0.000120860124
140,8215.74369430542,0.0,9.765587e-05,10473.94458770752,0.0,0.000114510716
141,8221.524083137512,0.0,9.765587e-05,10486.209635543823,0.0,0.00010975093
142,8227.304471969604,0.0,9.765587e-05,10498.474683380127,0.0,0.000106230764
143,8233.084860801697,0.0,9.765587e-05,10510.73973121643,0.0,0.000103664024
144,8238.865249633789,0.0,9.765587e-05,10523.004779052735,0.0,0.000101811886
145,8244.645638465881,0.0,9.765587e-05,10535.269826889038,0.0,0.00010049751
146,8250.426027297974,0.0,9.765587e-05,10547.534874725341,0.0,9.957328e-05
147,8256.206416130066,0.0,9.765587e-05,10559.799922561646,0.0,9.893705e-05
148,8261.986804962158,0.0,9.765587e-05,10572.064970397949,0.0,9.849955e-05
149,8267.76719379425,0.0,9.765587e-05,10584.330018234254,0.0,9.820605e-05
150,8273.547582626343,0.0,9.765587e-05,10596.595066070557,0.0,9.800918e-05
151,8279.327971458435,0.0,9.765587e-05,10608.86011390686,0.0,9.788158e-05
152,8285.108360290527,0.0,9.765587e-05,10621.125161743164,0.0,9.7795935e-05
153,8290.88874912262,0.0,9.765588e-05,10633.390209579467,0.0,9.774312e-05
154,8296.669137954712,0.0,9.765588e-05,10645.655257415772,0.0,9.771041e-05
155,8302.449526786804,0.0,9.765588e-05,10657.920305252075,0.0,9.7686876e-05
156,8308.229915618896,0.0,9.765588e-05,10670.185353088378,0.0,9.7676224e-05
157,8314.010304450989,0.0,9.765589e-05,10682.450400924683,0.0,9.766761e-05
158,8319.790693283081,0.0,9.7655895e-05,10694.715448760986,0.0,9.7664815e-05
159,8325.571082115173,0.0,9.765591e-05,10706.98049659729,0.0,9.7662596e-05
160,8331.351470947266,0.0,9.7655924e-05,10719.245544433594,0.0,9.766315e-05
161,8337.131859779358,0.0,9.765594e-05,10731.510592269897,0.0,9.7667056e-05
162,8342.91224861145,0.0,9.7655975e-05,10743.775640106202,0.0,9.767342e-05
163,8348.692637443542,0.0,9.765601e-05,10756.040687942505,0.0,9.768187e-05
164,8354.473026275635,0.0,9.765608e-05,10768.30573577881,0.0,9.769826e-05
165,8360.253415107727,0.0,9.765616e-05,10780.570783615112,0.0,9.7724165e-05
166,8366.03380393982,0.0,9.765627e-05,10792.835831451415,0.0,9.776464e-05
167,8371.814192771912,0.0,9.765643e-05,10805.10087928772,0.0,9.782727e-05
168,8377.594581604004,0.0,9.765665e-05,10817.365927124023,0.0,9.792311e-05
169,8383.374970436096,0.0,9.765696e-05,10829.630974960328,0.0,9.806833e-05
170,8389.155359268188,0.0,9.7657365e-05,10841.89602279663,0.0,9.828594e-05
171,8394.93574810028,0.0,9.765793e-05,10854.161070632934,0.0,9.86087e-05
172,8400.716136932373,0.0,9.76587e-05,10866.426118469239,0.0,9.908254e-05
173,8406.496525764465,0.0,9.765975e-05,10878.691166305542,0.0,9.977029e-05
174,8412.276914596558,0.0,9.766116e-05,10890.956214141846,0.0,0.00010075882
175,8418.05730342865,0.0,9.766306e-05,10903.22126197815,0.0,0.00010216334
176,8423.837692260742,0.0,9.7665616e-05,10915.486309814452,0.0,0.000104138824
177,8429.618081092834,0.0,9.766903e-05,10927.751357650757,0.0,0.000106887666
178,8435.398469924927,0.0,9.7673576e-05,10940.01640548706,0.0,0.00011067009
179,8441.178858757019,0.0,9.7679615e-05,10952.281453323365,0.0,0.000115822004
180,8446.959247589111,0.0,9.76876e-05,10964.546501159668,0.0,0.00012275665
181,8452.739636421204,0.0,9.769815e-05,10976.811548995971,0.0,0.0001319957
182,8458.520025253296,0.0,9.771198e-05,10989.076596832276,0.00025,0.00014417263
183,8464.300414085388,0.0,9.7730095e-05,11001.341644668579,0.0,0.00016002958
184,8470.08080291748,0.0,9.775372e-05,11013.606692504884,0.0,0.00018046964
185,8475.861191749573,0.0,9.778445e-05,11025.871740341187,0.00025,0.00020650425
186,8481.641580581665,0.0,9.78242e-05,11038.13678817749,0.00025,0.00023930533
187,8487.421969413757,0.0,9.787554e-05,11050.401836013794,0.0,0.00028017376
188,8493.20235824585,0.0,9.794152e-05,11062.666883850097,0.00025,0.00033045257
189,8498.982747077942,0.0,9.80261e-05,11074.931931686402,0.0005,0.0003916785
190,8504.763135910034,0.0,9.813411e-05,11087.196979522705,0.0005,0.00046524487
191,8510.543524742126,0.0,9.8271325e-05,11099.462027359008,0.00025,0.00055272685
192,8516.323913574219,0.0,9.8445424e-05,11111.727075195313,0.0,0.00065529504
193,8522.104302406311,0.0,9.866512e-05,11123.992123031616,0.0005,0.00077429524
194,8527.884691238403,0.0,9.8941775e-05,11136.25717086792,0.00125,0.0009105639
195,8533.665080070496,0.0,9.928837e-05,11148.522218704224,0.0005,0.0010643858
196,8539.445468902588,0.0,9.9721714e-05,11160.787266540527,0.0005,0.0012360711
197,8545.22585773468,0.0,0.0001002606,11173.052314376831,0.0005,0.0014246779
198,8551.006246566772,0.0,0.00010093017,11185.317362213134,0.0007499999999999999,0.001629257
199,8556.786635398865,0.0,0.00010175555,11197.58241004944,0.00175,0.0018479456
200,8562.567024230957,0.0,0.00010277315,11209.847457885742,0.002,0.0020775215
201,8568.34741306305,0.0,0.00010402038,11222.112505722045,0.00175,0.0023154898
202,8574.127801895142,0.0,0.00010554513,11234.37755355835,0.0022500000000000003,0.0025568127
203,8579.908190727234,0.0,0.00010740295,11246.642601394653,0.0027500000000000003,0.0027974888
204,8585.688579559326,0.0,0.00010965472,11258.907649230958,0.0030000000000000005,0.0030324766
205,8591.468968391418,0.0,0.000112378955,11271.17269706726,0.00175,0.0032556283
206,8597.24935722351,0.0,0.00011565667,11283.437744903564,0.00225,0.0034624983
207,8603.029746055603,0.0,0.00011959745,11295.702792739869,0.004,0.0036466348
208,8608.810134887695,0.0,0.00012429466,11307.967840576172,0.004,0.003803741
209,8614.590523719788,0.0,0.00012989841,11320.232888412476,0.0030000000000000005,0.003929962
210,8620.37091255188,0.0005,0.00013654033,11332.49793624878,0.0035,0.004020189
211,8626.151301383972,0.00025,0.00014439895,11344.762984085082,0.005,0.004073275
212,8631.931690216064,0.0,0.00015364353,11357.028031921387,0.0025,0.0040862905
213,8637.712079048157,0.0,0.0001644994,11369.29307975769,0.0045,0.004060202
214,8643.492467880249,0.0,0.00017717337,11381.558127593995,0.0045000000000000005,0.003994431
215,8649.272856712341,0.0,0.0001919533,11393.823175430298,0.004,0.0038919535
216,8655.053245544434,0.0,0.00020906879,11406.0882232666,0.0035,0.003755554
217,8660.833634376526,0.0005,0.00022883894,11418.353271102906,0.0025,0.0035886648
218,8666.614023208618,0.0005,0.00025161784,11430.618318939209,0.0014999999999999998,0.0033966554
219,8672.39441204071,0.0,0.0002777012,11442.883366775513,0.0022500000000000003,0.0031836443
220,8678.174800872803,0.00025,0.00030752426,11455.148414611816,0.00175,0.0029559124
221,8683.955189704895,0.0005,0.00034140403,11467.41346244812,0.0029999999999999996,0.0027188656
222,8689.735578536987,0.0,0.00037984017,11479.678510284424,0.0022500000000000003,0.0024771343
223,8695.51596736908,0.00025,0.00042315907,11491.943558120727,0.004,0.002236482
224,8701.296356201172,0.0,0.00047198692,11504.208605957032,0.00125,0.0020008776
225,8707.076745033264,0.0005,0.0005264361,11516.473653793335,0.0015000000000000002,0.0017744448
226,8712.857133865356,0.0007499999999999999,0.0005872936,11528.738701629638,0.00125,0.0015603666
227,8718.637522697449,0.0005,0.0006547847,11541.003749465943,0.00125,0.001360705
228,8724.417911529541,0.0,0.00072945986,11553.268797302246,0.001,0.0011776292
229,8730.198300361633,0.0005,0.0008117697,11565.53384513855,0.00025,0.0010117412
230,8735.978689193726,0.001,0.0009018928,11577.798892974854,0.001,0.0008637085
231,8741.759078025818,0.0005,0.0010004669,11590.063940811156,0.00025,0.0007332806
232,8747.53946685791,0.0012499999999999998,0.0011076675,11602.328988647461,0.0007500000000000001,0.0006197723
233,8753.319855690002,0.0007499999999999999,0.0012235278,11614.594036483764,0.00025,0.0005223075
234,8759.100244522095,0.001,0.0013483779,11626.859084320069,0.00025,0.00043955114
235,8764.880633354187,0.0007499999999999999,0.0014825825,11639.124132156372,0.0005,0.000370228
236,8770.66102218628,0.0029999999999999996,0.0016256616,11651.389179992675,0.0,0.00031275867
237,8776.441411018372,0.0014999999999999998,0.0017780826,11663.65422782898,0.00025,0.00026573072
238,8782.221799850464,0.00225,0.001939034,11675.919275665283,0.00025,0.00022769002
239,8788.002188682556,0.0029999999999999996,0.002108904,11688.184323501588,0.0,0.00019724197
240,8793.782577514648,0.0017500000000000003,0.0022865164,11700.44937133789,0.0,0.00017317673
241,8799.56296634674,0.00375,0.0024723352,11712.714419174194,0.0,0.00015435007
242,8805.343355178833,0.0042499999999999994,0.0026644408,11724.979467010498,0.0,0.00013979054
243,8811.123744010925,0.00225,0.0028625708,11737.244514846801,0.0,0.0001286638
244,8816.904132843018,0.00275,0.0030663873,11749.509562683106,0.0,0.00012024874
245,8822.68452167511,0.00375,0.0032737406,11761.77461051941,0.0,0.000113949376
246,8828.464910507202,0.0045,0.0034845683,11774.039658355712,0.0,0.000109288965
247,8834.245299339294,0.004,0.0036964167,11786.304706192017,0.0,0.00010588607
248,8840.025688171387,0.00475,0.003909156,11798.56975402832,0.0,0.000103412975
249,8845.806077003479,0.006500000000000001,0.0041206763,11810.834801864625,0.0,0.000101649195
250,8851.586465835571,0.0045,0.004328632,11823.099849700928,0.0,0.00010039217
251,8857.366854667664,0.0045,0.0045321514,11835.36489753723,0.0,9.9516874e-05
252,8863.147243499756,0.00525,0.00473041,11847.629945373536,0.0,9.8910255e-05
253,8868.927632331848,0.004999999999999999,0.00492011,11859.894993209839,0.0,9.849514e-05
254,8874.70802116394,0.005999999999999999,0.005100893,11872.160041046143,0.0,9.821237e-05
255,8880.488409996033,0.0062499999999999995,0.0052711824,11884.425088882446,0.0,9.80269e-05
256,8886.268798828125,0.005750000000000001,0.005428011,11896.69013671875,0.0,9.7910015e-05
257,8892.049187660217,0.009250000000000001,0.005571839,11908.955184555054,0.0,9.783949e-05
258,8897.82957649231,0.008,0.005700348,11921.220232391357,0.0,9.780584e-05
259,8903.609965324402,0.007000000000000001,0.005811228,11933.485280227662,0.0,9.779478e-05
260,8909.390354156494,0.00775,0.005904388,11945.750328063965,0.0,9.782951e-05
261,8915.170742988586,0.0075,0.005979973,11958.015375900268,0.0,9.7875934e-05
262,8920.951131820679,0.005750000000000001,0.0060350993,11970.280423736573,0.0,9.798098e-05
263,8926.731520652771,0.0072499999999999995,0.006071358,11982.545471572876,0.0,9.812452e-05
264,8932.511909484863,0.006500000000000001,0.0060862103,11994.81051940918,0.0,9.8352706e-05
265,8938.292298316956,0.009250000000000001,0.0060816677,12007.075567245483,0.0,9.867871e-05
266,8944.072687149048,0.008,0.0060567046,12019.340615081786,0.0,9.916297e-05
267,8949.85307598114,0.007000000000000001,0.0060099447,12031.605662918091,0.0,9.984058e-05
268,8955.633464813232,0.00525,0.005945121,12043.870710754394,0.0,0.00010080785
269,8961.413853645325,0.008,0.005860183,12056.135758590699,0.0,0.000102164806
270,8967.194242477417,0.0072499999999999995,0.0057581128,12068.400806427002,0.0,0.000104052444
271,8972.97463130951,0.00675,0.005637841,12080.665854263305,0.0,0.00010665139
272,8978.755020141602,0.0072499999999999995,0.005502594,12092.93090209961,0.0,0.000110201196
273,8984.535408973694,0.008,0.0053516543,12105.195949935913,0.0,0.00011500036
274,8990.315797805786,0.00525,0.0051884158,12117.460997772218,0.0,0.0001214338
275,8996.096186637878,0.0055,0.005013385,12129.72604560852,0.0,0.00012998036
276,9001.87657546997,0.0045,0.004827279,12141.991093444823,0.0,0.00014121858
277,9007.656964302063,0.0045,0.004632669,12154.256141281128,0.0,0.00015587341
278,9013.437353134155,0.005750000000000001,0.0044320477,12166.521189117431,0.0,0.00017479193
279,9019.217741966248,0.006500000000000001,0.004225339,12178.786236953736,0.0,0.0001990054
280,9024.99813079834,0.0042499999999999994,0.00401583,12191.051284790039,0.0,0.0002296674
281,9030.778519630432,0.0062499999999999995,0.0038035226,12203.316332626342,0.00025,0.00026816083
282,9036.558908462524,0.0042499999999999994,0.0035910776,12215.581380462647,0.0,0.0003160329
283,9042.339297294617,0.00375,0.0033804527,12227.84642829895,0.0,0.0003749262
284,9048.119686126709,0.0042499999999999994,0.0031702865,12240.111476135255,0.0005,0.00044675983
285,9053.900074958801,0.0017500000000000003,0.0029648012,12252.376523971558,0.0005,0.0005334423
286,9059.680463790894,0.0032500000000000003,0.0027634609,12264.64157180786,0.0007499999999999999,0.0006370522
287,9065.460852622986,0.0024999999999999996,0.0025682237,12276.906619644165,0.0005,0.00075970305
288,9071.241241455078,0.00475,0.0023790437,12289.171667480468,0.0007499999999999999,0.0009032104
289,9077.02163028717,0.0032500000000000003,0.0021975266,12301.436715316773,0.0005,0.0010696836
290,9082.802019119263,0.0029999999999999996,0.0020235202,12313.701763153076,0.0005,0.0012604103
291,9088.582407951355,0.0017500000000000003,0.0018583394,12325.96681098938,0.00025,0.0014768802
292,9094.362796783447,0.00225,0.0017014184,12338.231858825684,0.001,0.0017198545
293,9100.14318561554,0.0017500000000000003,0.001553461,12350.496906661987,0.00125,0.0019892908
294,9105.923574447632,0.0017500000000000003,0.0014149258,12362.761954498292,0.0035,0.00228507
295,9111.703963279724,0.0014999999999999998,0.0012852469,12375.027002334595,0.0022500000000000003,0.0026052191
296,9117.484352111816,0.0012499999999999998,0.0011648833,12387.292050170898,0.00325,0.0029480716
297,9123.264740943909,0.001,0.0010532689,12399.557098007203,0.0035,0.0033106369
298,9129.045129776001,0.0012499999999999998,0.0009505568,12411.822145843505,0.0027500000000000003,0.00368798
299,9134.825518608093,0.0007499999999999999,0.0008561503,12424.08719367981,0.0037499999999999994,0.004076142
300,9140.605907440186,0.0007499999999999999,0.00077012595,12436.352241516113,0.0045000000000000005,0.004468503
301,9146.386296272278,0.0007499999999999999,0.0006914896,12448.617289352416,0.00225,0.004859471
302,9152.16668510437,0.0005,0.00062045536,12460.882337188721,0.0045000000000000005,0.005240546
303,9157.947073936462,0.0,0.00055625837,12473.147385025024,0.0052499999999999995,0.005605466
304,9163.727462768555,0.0007499999999999999,0.00049865386,12485.412432861329,0.00475,0.005946813
305,9169.507851600647,0.00025,0.0004470149,12497.677480697632,0.00525,0.0062555615
306,9175.28824043274,0.0,0.00040103533,12509.942528533935,0.007,0.0065267477
307,9181.068629264832,0.001,0.0003601799,12522.20757637024,0.005,0.0067515383
308,9186.849018096924,0.001,0.0003240968,12534.472624206543,0.0052499999999999995,0.006926967
309,9192.629406929016,0.00025,0.00029223537,12546.737672042847,0.0062499999999999995,0.0070478944
310,9198.409795761108,0.00025,0.00026432032,12559.00271987915,0.007499999999999999,0.0071097906
311,9204.1901845932,0.0005,0.00023992329,12571.267767715453,0.007,0.007113463
312,9209.970573425293,0.00025,0.00021867726,12583.532815551758,0.00725,0.007056398
313,9215.750962257385,0.0,0.00020026095,12595.797863388061,0.005,0.0069418936
314,9221.531351089478,0.0,0.00018433789,12608.062911224366,0.00725,0.0067727747
315,9227.31173992157,0.0005,0.00017064803,12620.327959060669,0.0045000000000000005,0.006551224
316,9233.092128753662,0.00025,0.00015890076,12632.593006896972,0.0055000000000000005,0.0062857335
317,9238.872517585754,0.0,0.00014886663,12644.858054733277,0.0045000000000000005,0.0059796004
318,9244.652906417847,0.0,0.0001403468,12657.12310256958,0.0055000000000000005,0.0056416807
319,9250.433295249939,0.0,0.00013309655,12669.388150405885,0.00325,0.0052793073
320,9256.213684082031,0.0,0.00012700875,12681.653198242188,0.0055000000000000005,0.0048987325
321,9261.994072914124,0.0,0.00012185403,12693.91824607849,0.0029999999999999996,0.0045091542
